Name,Team,AVG,HR,RBI,OBP,SLG,SB,wOBA,wRC+,BABIP,ISO,K%,BB%
Andy Pages,LAD,0.278,19,69,0.321,0.458,11,0.335,116,0.315,0.18,0.207,0.049
William Contreras,MIL,0.262,12,59,0.362,0.396,5,0.334,116,0.304,0.133,0.18,0.134
Pete Alonso,NYM,0.272,28,99,0.356,0.528,1,0.374,146,0.301,0.256,0.222,0.096
James Wood,WSN,0.26,25,78,0.357,0.483,15,0.359,131,0.338,0.223,0.297,0.127
Matt Olson,ATL,0.262,19,71,0.364,0.45,0,0.355,129,0.321,0.188,0.237,0.13699999999999998
Randy Arozarena,SEA,0.246,23,58,0.347,0.458,23,0.35,131,0.299,0.212,0.262,0.098
Jarren Duran,BOS,0.263,12,65,0.334,0.453,19,0.34,114,0.334,0.19,0.24,0.08199999999999999
Sal Frelick,MIL,0.296,9,47,0.358,0.416,18,0.34,120,0.325,0.119,0.129,0.07400000000000001
Alejandro Kirk,TOR,0.293,7,48,0.354,0.393,0,0.328,110,0.31,0.1,0.1,0.087
Xander Bogaerts,SDP,0.268,10,43,0.337,0.4,19,0.321,109,0.3,0.132,0.156,0.096
Ceddanne Rafaela,BOS,0.259,14,52,0.3,0.436,18,0.318,98,0.293,0.177,0.19,0.046
Nico Hoerner,CHC,0.293,4,47,0.34,0.376,22,0.316,104,0.309,0.084,0.075,0.057
CJ Abrams,WSN,0.266,16,47,0.331,0.46,26,0.341,119,0.293,0.194,0.16899999999999998,0.063
Matt Chapman,SFG,0.229,16,44,0.337,0.423,7,0.335,118,0.274,0.194,0.248,0.129
Eugenio Suarez,- - -,0.234,37,92,0.305,0.536,3,0.354,128,0.241,0.301,0.276,0.065
Taylor Ward,LAA,0.236,29,90,0.318,0.496,3,0.346,121,0.266,0.26,0.26899999999999996,0.107
Bo Bichette,TOR,0.294,16,78,0.336,0.463,4,0.344,122,0.323,0.169,0.149,0.055999999999999994
Jackson Chourio,MIL,0.276,17,67,0.311,0.474,18,0.335,117,0.315,0.198,0.201,0.047
Isaac Paredes,HOU,0.259,19,50,0.359,0.47,0,0.361,133,0.27,0.211,0.16399999999999998,0.12
Riley Greene,DET,0.269,28,89,0.317,0.512,1,0.353,127,0.348,0.243,0.321,0.063
Wilyer Abreu,BOS,0.254,21,67,0.328,0.485,6,0.345,117,0.282,0.231,0.23399999999999999,0.10099999999999999
Zach Neto,LAA,0.269,19,50,0.327,0.477,21,0.343,119,0.326,0.207,0.255,0.061
Zach McKinstry,DET,0.261,10,39,0.338,0.44,17,0.337,116,0.319,0.179,0.22399999999999998,0.099
Xavier Edwards,MIA,0.307,2,34,0.366,0.384,23,0.331,111,0.355,0.077,0.134,0.084
Ernie Clement,TOR,0.285,9,39,0.318,0.413,3,0.316,103,0.303,0.128,0.11199999999999999,0.046
George Springer,TOR,0.291,18,57,0.383,0.506,12,0.383,148,0.323,0.215,0.18600000000000003,0.125
TJ Friedl,CIN,0.273,10,39,0.374,0.395,11,0.343,116,0.316,0.121,0.16399999999999998,0.11199999999999999
Steven Kwan,CLE,0.275,10,40,0.336,0.391,12,0.319,105,0.283,0.116,0.08900000000000001,0.083
Hunter Goodman,COL,0.277,24,68,0.325,0.526,1,0.363,121,0.33,0.249,0.265,0.06
Ryan O'Hearn,- - -,0.275,14,47,0.371,0.453,3,0.357,131,0.306,0.178,0.177,0.121
Brandon Nimmo,NYM,0.251,20,67,0.322,0.438,12,0.33,115,0.285,0.187,0.21600000000000003,0.084
Brice Turang,MIL,0.275,12,56,0.342,0.407,21,0.328,111,0.336,0.132,0.221,0.09300000000000001
Michael Busch,CHC,0.264,24,68,0.347,0.51,4,0.368,140,0.302,0.246,0.24100000000000002,0.09300000000000001
Brent Rooker,ATH,0.272,24,70,0.345,0.494,5,0.36,129,0.315,0.222,0.221,0.094
Jacob Wilson,ATH,0.312,10,45,0.354,0.439,5,0.346,120,0.319,0.127,0.078,0.053
Wyatt Langford,TEX,0.239,16,48,0.325,0.412,15,0.321,106,0.298,0.173,0.26899999999999996,0.11
Jonathan Aranda,TBR,0.316,12,54,0.394,0.478,0,0.378,144,0.409,0.162,0.249,0.098
Rafael Devers,- - -,0.256,23,81,0.378,0.467,1,0.364,134,0.314,0.211,0.253,0.156
Gleyber Torres,DET,0.262,13,58,0.358,0.406,4,0.338,117,0.281,0.144,0.142,0.127
Brendan Donovan,STL,0.279,9,45,0.348,0.402,3,0.328,112,0.307,0.123,0.132,0.084
Willy Adames,SFG,0.223,18,61,0.309,0.393,4,0.307,99,0.272,0.17,0.261,0.107
Freddie Freeman,LAD,0.3,14,66,0.372,0.48,3,0.365,136,0.367,0.18,0.22399999999999998,0.098
Bryce Harper,PHI,0.256,18,51,0.355,0.487,10,0.361,131,0.291,0.231,0.21600000000000003,0.12300000000000001
Jose Altuve,HOU,0.283,21,63,0.348,0.469,8,0.35,126,0.299,0.185,0.156,0.09
Willson Contreras,STL,0.255,16,65,0.344,0.443,4,0.343,123,0.316,0.187,0.24600000000000002,0.083
J.P. Crawford,SEA,0.266,9,44,0.358,0.366,7,0.325,114,0.319,0.1,0.182,0.11900000000000001
Dansby Swanson,CHC,0.251,18,55,0.298,0.412,10,0.307,98,0.315,0.162,0.27699999999999997,0.066
Josh Naylor,- - -,0.292,15,69,0.359,0.459,22,0.352,127,0.313,0.167,0.13699999999999998,0.09
Trent Grisham,NYY,0.244,21,46,0.346,0.455,1,0.35,126,0.264,0.21,0.20800000000000002,0.13
Jake Cronenworth,SDP,0.248,9,43,0.361,0.394,2,0.337,120,0.297,0.145,0.203,0.125
Trevor Story,BOS,0.256,18,75,0.301,0.419,20,0.313,95,0.33,0.163,0.28800000000000003,0.051
Seiya Suzuki,CHC,0.249,27,85,0.319,0.502,3,0.349,127,0.285,0.253,0.259,0.098
Spencer Torkelson,DET,0.24,26,66,0.329,0.48,2,0.345,121,0.27,0.24,0.249,0.102
Tyler Soderstrom,ATH,0.262,22,71,0.333,0.469,6,0.346,120,0.302,0.207,0.22699999999999998,0.08800000000000001
Jung Hoo Lee,SFG,0.257,6,46,0.322,0.407,8,0.317,106,0.277,0.15,0.106,0.079
Yandy Diaz,TBR,0.28,20,67,0.343,0.464,3,0.347,123,0.294,0.184,0.14800000000000002,0.079
Christian Yelich,MIL,0.266,23,81,0.344,0.456,15,0.347,124,0.329,0.19,0.268,0.09699999999999999
Josh Smith,TEX,0.266,9,30,0.34,0.398,9,0.325,109,0.306,0.133,0.16699999999999998,0.09
Jackson Merrill,SDP,0.263,9,51,0.32,0.416,1,0.318,107,0.314,0.153,0.213,0.07400000000000001
Otto Lopez,MIA,0.241,11,56,0.312,0.365,11,0.299,89,0.262,0.124,0.14400000000000002,0.087
Lawrence Butler,ATH,0.233,16,47,0.307,0.41,17,0.313,97,0.305,0.176,0.287,0.096
Oneil Cruz,PIT,0.207,18,51,0.304,0.398,34,0.304,92,0.269,0.191,0.319,0.11900000000000001
Victor Scott II,STL,0.221,5,33,0.309,0.308,31,0.281,80,0.293,0.087,0.249,0.09300000000000001
Brandon Lowe,TBR,0.275,24,59,0.323,0.503,3,0.352,127,0.313,0.227,0.249,0.067
Ben Rice,NYY,0.233,17,38,0.326,0.456,3,0.34,119,0.248,0.224,0.19399999999999998,0.1
Austin Riley,ATL,0.26,16,54,0.309,0.428,2,0.319,104,0.337,0.168,0.28600000000000003,0.06
Carlos Correa,- - -,0.278,9,38,0.332,0.404,0,0.323,106,0.327,0.126,0.184,0.075
Ryan McMahon,- - -,0.221,16,41,0.32,0.39,2,0.314,89,0.299,0.169,0.312,0.125
J.T. Realmuto,PHI,0.268,7,39,0.32,0.386,6,0.31,96,0.341,0.118,0.23199999999999998,0.063
Marcell Ozuna,ATL,0.238,20,59,0.368,0.428,0,0.35,125,0.268,0.19,0.222,0.17
Ryan Jeffers,MIN,0.262,8,41,0.352,0.401,0,0.333,113,0.317,0.139,0.198,0.10300000000000001
Mookie Betts,LAD,0.244,12,55,0.314,0.37,8,0.3,91,0.251,0.126,0.11,0.09
Bryson Stott,PHI,0.241,7,47,0.314,0.354,19,0.297,87,0.28,0.113,0.174,0.095
Marcus Semien,TEX,0.222,13,57,0.297,0.347,11,0.285,82,0.244,0.124,0.17600000000000002,0.094
Mike Trout,LAA,0.238,20,52,0.366,0.454,2,0.35,124,0.304,0.216,0.303,0.159
Jordan Beck,COL,0.276,14,42,0.342,0.456,14,0.346,109,0.364,0.18,0.278,0.083
Lenyn Sosa,CHW,0.273,14,48,0.302,0.434,2,0.318,102,0.32,0.161,0.21899999999999997,0.033
Joey Ortiz,MIL,0.231,7,42,0.285,0.332,11,0.274,74,0.261,0.101,0.152,0.061
Kyle Manzardo,CLE,0.242,21,54,0.323,0.484,1,0.345,123,0.273,0.242,0.257,0.09699999999999999
Nolan Schanuel,LAA,0.265,10,49,0.354,0.387,5,0.327,108,0.288,0.121,0.125,0.105
Alec Bohm,PHI,0.278,8,42,0.324,0.391,2,0.313,98,0.314,0.113,0.162,0.057
Anthony Volpe,NYY,0.219,18,65,0.288,0.422,15,0.306,95,0.248,0.203,0.231,0.083
Mike Yastrzemski,- - -,0.227,10,33,0.327,0.365,6,0.305,97,0.277,0.139,0.226,0.129
Alec Burleson,STL,0.282,15,54,0.334,0.45,5,0.339,119,0.296,0.168,0.138,0.07400000000000001
Jorge Polanco,SEA,0.245,18,53,0.312,0.441,5,0.325,114,0.245,0.196,0.15,0.083
Lars Nootbaar,STL,0.23,13,41,0.326,0.385,4,0.314,102,0.269,0.155,0.218,0.115
Ian Happ,CHC,0.228,16,55,0.323,0.387,5,0.314,103,0.267,0.16,0.226,0.124
Heliot Ramos,SFG,0.268,14,51,0.342,0.406,6,0.328,113,0.327,0.138,0.22699999999999998,0.08
Cedric Mullins,- - -,0.222,16,53,0.3,0.416,16,0.311,99,0.254,0.194,0.24100000000000002,0.095
Cam Smith,HOU,0.253,7,48,0.322,0.375,5,0.308,97,0.344,0.121,0.273,0.08
Matt McLain,CIN,0.224,11,39,0.304,0.339,16,0.288,78,0.292,0.115,0.27,0.09300000000000001
Paul Goldschmidt,NYY,0.276,10,40,0.331,0.422,5,0.325,108,0.327,0.146,0.191,0.071
Jesus Sanchez,- - -,0.249,10,37,0.313,0.407,9,0.313,98,0.293,0.158,0.203,0.081
Michael Harris II,ATL,0.25,13,60,0.271,0.407,14,0.289,84,0.286,0.157,0.19699999999999998,0.027000000000000003
Luis Robert Jr.,CHW,0.221,12,47,0.302,0.358,31,0.29,83,0.281,0.137,0.273,0.099
Ke'Bryan Hayes,- - -,0.235,3,39,0.277,0.293,10,0.254,57,0.288,0.059,0.191,0.046
Vinnie Pasquantino,KCR,0.26,22,80,0.321,0.45,1,0.331,108,0.269,0.19,0.156,0.073
Ty France,- - -,0.26,6,46,0.329,0.369,1,0.311,98,0.303,0.109,0.16399999999999998,0.047
Ozzie Albies,ATL,0.227,10,47,0.301,0.331,11,0.282,78,0.253,0.105,0.158,0.09
Jo Adell,LAA,0.228,25,72,0.293,0.464,3,0.326,107,0.247,0.236,0.252,0.064
Gavin Sheets,SDP,0.25,15,54,0.313,0.423,2,0.319,108,0.278,0.173,0.19699999999999998,0.08
Willi Castro,- - -,0.237,10,27,0.321,0.39,9,0.314,100,0.296,0.153,0.24,0.085
Miguel Vargas,CHW,0.226,13,44,0.304,0.396,4,0.307,95,0.246,0.17,0.168,0.092
Nolan Arenado,STL,0.235,10,43,0.294,0.366,2,0.287,84,0.239,0.13,0.099,0.071
Isiah Kiner-Falefa,PIT,0.268,1,32,0.307,0.333,15,0.284,78,0.32,0.065,0.159,0.042
Teoscar Hernandez,LAD,0.256,18,71,0.29,0.461,5,0.321,106,0.304,0.205,0.259,0.045
Salvador Perez,KCR,0.243,21,68,0.288,0.445,0,0.313,96,0.266,0.201,0.20199999999999999,0.043
Luis Arraez,SDP,0.289,6,45,0.325,0.394,5,0.314,104,0.286,0.104,0.027999999999999997,0.049
Jasson Dominguez,NYY,0.253,9,37,0.33,0.389,19,0.316,102,0.335,0.136,0.27399999999999997,0.10099999999999999
Yainer Diaz,HOU,0.254,17,53,0.282,0.423,1,0.302,93,0.269,0.169,0.166,0.035
Jackson Holliday,BAL,0.248,14,45,0.301,0.387,11,0.302,92,0.3,0.139,0.23,0.06
Carlos Santana,CLE,0.227,11,51,0.319,0.338,7,0.295,88,0.255,0.111,0.179,0.115
Gavin Lux,CIN,0.279,4,43,0.36,0.379,1,0.33,107,0.37,0.1,0.235,0.11199999999999999
Christian Walker,HOU,0.236,16,65,0.302,0.396,1,0.305,95,0.292,0.16,0.262,0.07
Bryan Reynolds,PIT,0.247,13,61,0.305,0.404,3,0.308,95,0.318,0.158,0.268,0.073
Lourdes Gurriel Jr.,ARI,0.244,15,62,0.294,0.406,10,0.303,92,0.253,0.162,0.138,0.061
Luis Garcia Jr.,WSN,0.26,9,51,0.3,0.399,9,0.302,92,0.283,0.139,0.149,0.054000000000000006
Spencer Steer,CIN,0.238,14,57,0.3,0.394,6,0.304,89,0.281,0.156,0.226,0.07400000000000001
Adolis Garcia,TEX,0.224,16,64,0.266,0.388,10,0.282,79,0.267,0.164,0.258,0.051
Trevor Larnach,MIN,0.244,16,49,0.316,0.415,2,0.318,103,0.28,0.171,0.21899999999999997,0.09
Agustin Ramirez,MIA,0.236,17,55,0.287,0.439,7,0.311,97,0.254,0.203,0.19,0.063
Max Kepler,PHI,0.21,12,38,0.299,0.368,2,0.292,84,0.231,0.158,0.19399999999999998,0.106
Luis Rengifo,LAA,0.249,7,30,0.295,0.348,4,0.283,78,0.293,0.099,0.18600000000000003,0.055999999999999994
Josh Bell,WSN,0.231,15,43,0.329,0.394,0,0.32,104,0.249,0.164,0.17600000000000002,0.11599999999999999
Andrew McCutchen,PIT,0.243,11,40,0.331,0.376,1,0.312,98,0.294,0.132,0.21899999999999997,0.113
Wilmer Flores,SFG,0.249,12,61,0.316,0.377,1,0.307,99,0.277,0.129,0.18,0.077
Brooks Lee,MIN,0.244,11,44,0.284,0.368,2,0.285,80,0.272,0.125,0.183,0.048
Angel Martinez,CLE,0.233,10,40,0.268,0.383,6,0.282,79,0.275,0.15,0.223,0.038
Brenton Doyle,COL,0.234,11,40,0.281,0.37,11,0.284,67,0.291,0.136,0.255,0.063
Jonathan India,KCR,0.238,7,38,0.323,0.349,0,0.302,88,0.278,0.111,0.168,0.08900000000000001
Nick Castellanos,PHI,0.254,15,60,0.292,0.408,4,0.303,91,0.297,0.155,0.217,0.048
Nathaniel Lowe,WSN,0.216,16,68,0.292,0.373,1,0.293,86,0.267,0.157,0.265,0.096
Eric Wagaman,MIA,0.23,6,38,0.281,0.345,3,0.275,72,0.274,0.115,0.19699999999999998,0.067
