Name,Team,AVG,HR,RBI,OBP,SLG,SB,wOBA,wRC+,BABIP,ISO,K%,BB%
James Wood,WSN,0.259,26,83,0.354,0.478,15,0.355,129,0.347,0.219,0.31,0.124
Bo Bichette,TOR,0.306,16,84,0.35,0.471,4,0.354,128,0.338,0.165,0.145,0.06
Zach Neto,LAA,0.268,23,57,0.324,0.487,23,0.345,121,0.323,0.219,0.261,0.057
CJ Abrams,WSN,0.267,17,52,0.329,0.453,26,0.338,117,0.299,0.186,0.177,0.062
Jarren Duran,BOS,0.256,13,73,0.333,0.444,21,0.336,111,0.325,0.188,0.24100000000000002,0.08800000000000001
Sal Frelick,MIL,0.297,9,51,0.36,0.409,18,0.339,119,0.328,0.113,0.129,0.078
Randy Arozarena,SEA,0.239,25,64,0.337,0.447,24,0.341,125,0.293,0.207,0.268,0.092
Matt Chapman,SFG,0.228,17,46,0.339,0.428,9,0.337,119,0.274,0.2,0.252,0.132
Xander Bogaerts,SDP,0.262,10,49,0.331,0.388,19,0.314,104,0.299,0.126,0.168,0.091
Freddie Freeman,LAD,0.302,18,75,0.373,0.501,4,0.373,141,0.359,0.2,0.214,0.096
Matt Olson,ATL,0.264,19,72,0.361,0.443,1,0.351,125,0.33,0.179,0.245,0.13
Shea Langeliers,ATH,0.266,29,65,0.311,0.547,5,0.361,129,0.265,0.281,0.198,0.066
Ryan O'Hearn,- - -,0.281,16,53,0.374,0.463,3,0.362,134,0.318,0.182,0.188,0.11699999999999999
Taylor Ward,LAA,0.232,30,94,0.317,0.484,3,0.342,118,0.262,0.252,0.263,0.111
Zach McKinstry,DET,0.265,11,43,0.342,0.448,19,0.341,119,0.324,0.183,0.22,0.095
Willy Adames,SFG,0.223,22,65,0.313,0.405,7,0.314,103,0.268,0.182,0.264,0.113
Ceddanne Rafaela,BOS,0.247,14,53,0.291,0.418,19,0.306,90,0.282,0.171,0.192,0.046
Bryce Harper,PHI,0.267,21,62,0.359,0.499,11,0.367,135,0.3,0.232,0.209,0.11800000000000001
Pete Alonso,NYM,0.264,29,105,0.345,0.507,1,0.362,137,0.295,0.243,0.222,0.092
Jackson Chourio,MIL,0.276,17,67,0.311,0.474,18,0.335,116,0.315,0.198,0.201,0.047
Hunter Goodman,COL,0.274,26,75,0.323,0.524,1,0.361,119,0.325,0.251,0.265,0.06
Isaac Paredes,HOU,0.259,19,50,0.359,0.47,0,0.361,133,0.27,0.211,0.16399999999999998,0.12
Tyler Soderstrom,ATH,0.274,23,76,0.348,0.477,7,0.356,125,0.321,0.203,0.226,0.09300000000000001
Trevor Story,BOS,0.26,21,83,0.306,0.431,23,0.319,99,0.329,0.171,0.28,0.053
Jacob Wilson,ATH,0.311,12,53,0.353,0.45,5,0.349,121,0.314,0.139,0.07400000000000001,0.053
Gleyber Torres,DET,0.26,14,61,0.361,0.401,4,0.338,117,0.281,0.142,0.145,0.134
Brandon Nimmo,NYM,0.254,20,71,0.324,0.432,12,0.328,114,0.29,0.178,0.215,0.084
Trent Grisham,NYY,0.249,25,50,0.355,0.467,1,0.359,132,0.268,0.218,0.21100000000000002,0.135
Willson Contreras,STL,0.259,19,73,0.343,0.455,4,0.347,125,0.32,0.196,0.254,0.079
Brent Rooker,ATH,0.268,26,74,0.34,0.489,5,0.355,125,0.31,0.222,0.223,0.09300000000000001
Ben Rice,NYY,0.241,21,48,0.339,0.488,3,0.356,130,0.255,0.247,0.196,0.109
Steven Kwan,CLE,0.271,10,40,0.328,0.379,14,0.311,99,0.28,0.108,0.087,0.078
Dansby Swanson,CHC,0.246,18,58,0.297,0.405,10,0.303,95,0.306,0.158,0.266,0.068
Rafael Devers,- - -,0.252,25,84,0.372,0.46,1,0.359,130,0.31,0.209,0.258,0.153
Christian Yelich,MIL,0.271,26,90,0.351,0.465,15,0.352,128,0.335,0.194,0.268,0.102
Spencer Torkelson,DET,0.239,28,70,0.332,0.474,2,0.344,121,0.269,0.235,0.248,0.10800000000000001
Brendan Donovan,STL,0.279,9,45,0.348,0.402,3,0.328,112,0.307,0.123,0.132,0.084
J.T. Realmuto,PHI,0.273,10,45,0.328,0.408,7,0.322,104,0.343,0.135,0.23199999999999998,0.062
J.P. Crawford,SEA,0.264,9,46,0.355,0.362,7,0.322,112,0.319,0.098,0.18600000000000003,0.11800000000000001
Ernie Clement,TOR,0.274,9,40,0.31,0.396,4,0.306,95,0.292,0.122,0.111,0.044000000000000004
Jonathan Aranda,TBR,0.316,12,54,0.394,0.478,0,0.377,143,0.409,0.162,0.249,0.098
Michael Busch,CHC,0.261,24,74,0.339,0.488,4,0.356,131,0.304,0.228,0.245,0.08800000000000001
TJ Friedl,CIN,0.264,10,41,0.362,0.374,11,0.33,107,0.306,0.111,0.166,0.11
Jung Hoo Lee,SFG,0.259,7,47,0.322,0.408,10,0.318,106,0.28,0.149,0.109,0.079
Xavier Edwards,MIA,0.29,2,34,0.347,0.366,23,0.315,100,0.338,0.076,0.14,0.081
Mookie Betts,LAD,0.249,14,58,0.321,0.377,8,0.306,95,0.252,0.128,0.102,0.095
Bryson Stott,PHI,0.246,9,53,0.321,0.37,23,0.306,93,0.28,0.124,0.16699999999999998,0.099
Josh Naylor,- - -,0.286,16,73,0.349,0.45,22,0.344,122,0.308,0.164,0.14300000000000002,0.085
Carlos Correa,- - -,0.284,10,43,0.339,0.407,0,0.327,109,0.332,0.123,0.18,0.078
Marcus Semien,TEX,0.23,15,62,0.305,0.364,11,0.295,88,0.251,0.134,0.174,0.094
Mike Yastrzemski,- - -,0.234,13,37,0.333,0.391,6,0.317,104,0.277,0.157,0.214,0.128
Otto Lopez,MIA,0.239,11,59,0.31,0.357,12,0.295,86,0.26,0.117,0.14,0.087
Yandy Diaz,TBR,0.284,22,74,0.342,0.471,3,0.349,123,0.299,0.187,0.149,0.07400000000000001
Seiya Suzuki,CHC,0.244,27,87,0.319,0.477,4,0.34,120,0.282,0.234,0.257,0.10300000000000001
Jose Altuve,HOU,0.273,22,64,0.336,0.451,9,0.338,117,0.291,0.178,0.162,0.086
Ryan Jeffers,MIN,0.259,9,42,0.349,0.397,0,0.33,111,0.314,0.138,0.201,0.10400000000000001
Alec Burleson,STL,0.291,16,60,0.341,0.459,5,0.345,123,0.307,0.168,0.134,0.071
Austin Riley,ATL,0.26,16,54,0.309,0.428,2,0.319,103,0.337,0.168,0.28600000000000003,0.06
Ryan McMahon,- - -,0.216,17,43,0.316,0.383,2,0.309,86,0.295,0.167,0.318,0.12300000000000001
Oneil Cruz,PIT,0.205,18,52,0.303,0.394,34,0.302,91,0.266,0.189,0.318,0.12
Jorge Polanco,SEA,0.252,20,59,0.317,0.456,6,0.333,119,0.254,0.204,0.157,0.08199999999999999
Josh Smith,TEX,0.257,9,32,0.335,0.381,9,0.316,103,0.298,0.124,0.16899999999999998,0.091
Lenyn Sosa,CHW,0.272,17,60,0.299,0.44,2,0.318,102,0.314,0.168,0.218,0.032
Cedric Mullins,- - -,0.232,16,55,0.311,0.424,19,0.319,105,0.271,0.192,0.23800000000000002,0.09699999999999999
Lawrence Butler,ATH,0.226,17,51,0.3,0.4,17,0.306,91,0.295,0.174,0.287,0.095
Mike Trout,LAA,0.235,20,52,0.365,0.434,2,0.344,120,0.31,0.199,0.309,0.162
Alec Bohm,PHI,0.284,9,48,0.332,0.399,2,0.32,103,0.323,0.116,0.166,0.059000000000000004
Joey Ortiz,MIL,0.233,7,43,0.284,0.328,11,0.272,73,0.261,0.095,0.145,0.06
Vinnie Pasquantino,KCR,0.262,28,92,0.321,0.474,1,0.339,114,0.266,0.213,0.158,0.07
Jo Adell,LAA,0.234,30,81,0.298,0.485,4,0.335,114,0.253,0.251,0.258,0.062
Gavin Sheets,SDP,0.257,18,59,0.32,0.453,2,0.333,117,0.283,0.196,0.196,0.078
Marcell Ozuna,ATL,0.229,20,62,0.36,0.409,0,0.339,117,0.263,0.18,0.231,0.168
Paul Goldschmidt,NYY,0.284,10,42,0.336,0.43,5,0.33,112,0.336,0.146,0.188,0.069
Miguel Vargas,CHW,0.235,13,48,0.317,0.401,4,0.315,100,0.262,0.166,0.171,0.099
Luis Robert Jr.,CHW,0.223,14,53,0.297,0.364,33,0.29,83,0.274,0.141,0.26,0.09300000000000001
Ke'Bryan Hayes,- - -,0.238,4,42,0.286,0.312,12,0.266,65,0.292,0.074,0.193,0.053
Jordan Beck,COL,0.271,14,44,0.333,0.444,14,0.337,103,0.362,0.172,0.28300000000000003,0.078
Nolan Schanuel,LAA,0.266,10,49,0.355,0.383,5,0.326,108,0.29,0.117,0.12300000000000001,0.105
Ian Happ,CHC,0.227,16,56,0.329,0.381,5,0.315,103,0.268,0.155,0.222,0.133
Michael Harris II,ATL,0.249,16,68,0.272,0.412,15,0.292,85,0.281,0.163,0.195,0.027000000000000003
Brandon Lowe,TBR,0.263,25,63,0.317,0.478,3,0.34,117,0.301,0.215,0.252,0.071
Jesus Sanchez,- - -,0.251,12,40,0.311,0.417,9,0.315,100,0.293,0.166,0.207,0.077
Heliot Ramos,SFG,0.264,15,56,0.337,0.404,6,0.324,111,0.326,0.139,0.233,0.078
Lars Nootbaar,STL,0.234,13,44,0.326,0.379,4,0.312,101,0.277,0.145,0.215,0.11199999999999999
Kyle Manzardo,CLE,0.232,21,56,0.313,0.452,1,0.329,112,0.263,0.221,0.258,0.096
Adolis Garcia,TEX,0.228,17,67,0.272,0.398,13,0.289,84,0.27,0.17,0.254,0.053
Anthony Volpe,NYY,0.206,18,65,0.272,0.397,15,0.289,84,0.236,0.191,0.24,0.078
Isiah Kiner-Falefa,PIT,0.267,1,35,0.304,0.334,15,0.282,77,0.317,0.067,0.155,0.040999999999999995
Matt McLain,CIN,0.22,11,40,0.298,0.329,16,0.281,73,0.288,0.109,0.273,0.092
Luis Garcia Jr.,WSN,0.264,11,54,0.302,0.412,10,0.308,96,0.288,0.148,0.156,0.053
Yainer Diaz,HOU,0.257,18,55,0.288,0.419,1,0.303,93,0.276,0.162,0.17300000000000001,0.040999999999999995
Christian Walker,HOU,0.235,19,72,0.302,0.403,1,0.307,96,0.29,0.168,0.266,0.07
Jackson Holliday,BAL,0.242,15,49,0.305,0.378,12,0.301,91,0.292,0.136,0.226,0.071
Ty France,- - -,0.255,6,49,0.324,0.357,1,0.303,93,0.298,0.102,0.166,0.048
Cam Smith,HOU,0.242,7,48,0.312,0.357,6,0.297,89,0.333,0.115,0.282,0.081
Ozzie Albies,ATL,0.231,12,54,0.3,0.344,12,0.286,80,0.255,0.113,0.152,0.084
Salvador Perez,KCR,0.244,22,74,0.29,0.443,0,0.313,96,0.268,0.199,0.2,0.044000000000000004
Bryan Reynolds,PIT,0.247,14,66,0.306,0.414,3,0.312,97,0.322,0.166,0.273,0.07400000000000001
Lourdes Gurriel Jr.,ARI,0.247,19,80,0.295,0.422,10,0.308,95,0.253,0.175,0.14300000000000002,0.057
Brenton Doyle,COL,0.244,14,50,0.288,0.4,13,0.298,76,0.295,0.156,0.244,0.06
Brooks Lee,MIN,0.249,13,55,0.299,0.388,2,0.3,90,0.274,0.139,0.17300000000000001,0.059000000000000004
Carlos Santana,CLE,0.225,11,52,0.316,0.333,7,0.292,86,0.257,0.109,0.18899999999999997,0.114
Luis Arraez,SDP,0.283,6,48,0.317,0.389,9,0.308,100,0.28,0.106,0.027000000000000003,0.046
Spencer Steer,CIN,0.236,16,62,0.303,0.398,6,0.307,90,0.278,0.161,0.22399999999999998,0.08
Teoscar Hernandez,LAD,0.248,21,77,0.279,0.459,5,0.314,101,0.286,0.212,0.256,0.043
Trevor Larnach,MIN,0.242,16,51,0.318,0.405,2,0.316,101,0.277,0.164,0.21,0.095
Agustin Ramirez,MIA,0.228,18,57,0.287,0.424,10,0.306,93,0.248,0.195,0.19399999999999998,0.06
Luis Rengifo,LAA,0.247,7,33,0.294,0.344,6,0.281,77,0.291,0.097,0.185,0.057
Andrew McCutchen,PIT,0.241,12,49,0.333,0.379,1,0.313,98,0.291,0.138,0.218,0.11800000000000001
Wilmer Flores,SFG,0.245,14,64,0.315,0.383,1,0.308,99,0.271,0.137,0.184,0.077
Josh Bell,WSN,0.227,16,45,0.321,0.387,0,0.313,99,0.24,0.16,0.166,0.11199999999999999
Jonathan India,KCR,0.236,8,41,0.328,0.348,0,0.304,90,0.278,0.112,0.174,0.098
Nathaniel Lowe,- - -,0.222,17,75,0.299,0.382,1,0.299,90,0.272,0.16,0.257,0.098
Nick Castellanos,PHI,0.256,16,61,0.296,0.411,4,0.306,93,0.298,0.155,0.213,0.05
Eric Wagaman,MIA,0.234,9,42,0.284,0.368,3,0.285,79,0.275,0.134,0.20199999999999999,0.067
