Name,Team,AVG,HR,RBI,OBP,SLG,SB,wOBA,wRC+,BABIP,ISO,K%,BB%
J.P. Crawford,SEA,0.263,9,44,0.355,0.362,7,0.322,112,0.319,0.099,0.18899999999999997,0.11800000000000001
Christian Yelich,MIL,0.265,26,87,0.347,0.462,15,0.349,125,0.327,0.197,0.271,0.102
Jose Altuve,HOU,0.278,22,64,0.341,0.46,9,0.343,121,0.296,0.181,0.16,0.087
Trent Grisham,NYY,0.244,23,48,0.345,0.451,1,0.348,125,0.265,0.207,0.213,0.13
Jung Hoo Lee,SFG,0.259,7,47,0.322,0.409,10,0.318,106,0.279,0.15,0.109,0.078
Marcus Semien,TEX,0.23,15,62,0.305,0.364,11,0.295,88,0.251,0.134,0.174,0.094
Seiya Suzuki,CHC,0.243,27,87,0.317,0.48,4,0.34,120,0.281,0.237,0.26,0.10099999999999999
Josh Naylor,- - -,0.282,16,70,0.348,0.449,22,0.343,121,0.303,0.166,0.142,0.087
Carlos Correa,- - -,0.281,10,43,0.333,0.405,0,0.324,107,0.329,0.125,0.184,0.073
Otto Lopez,MIA,0.24,11,59,0.309,0.361,11,0.296,86,0.261,0.12,0.142,0.085
Yandy Diaz,TBR,0.281,21,73,0.341,0.463,3,0.345,121,0.297,0.181,0.151,0.075
Ryan Jeffers,MIN,0.26,9,42,0.351,0.398,0,0.332,113,0.314,0.138,0.2,0.106
Mike Yastrzemski,- - -,0.23,13,36,0.33,0.385,6,0.313,102,0.273,0.154,0.218,0.128
Oneil Cruz,PIT,0.207,18,51,0.304,0.398,34,0.304,92,0.269,0.191,0.319,0.11900000000000001
Mookie Betts,LAD,0.244,13,57,0.314,0.368,8,0.299,90,0.248,0.124,0.105,0.091
Austin Riley,ATL,0.26,16,54,0.309,0.428,2,0.319,103,0.337,0.168,0.28600000000000003,0.06
Mike Trout,LAA,0.237,20,52,0.369,0.441,2,0.348,123,0.309,0.203,0.303,0.165
Ryan McMahon,- - -,0.217,17,43,0.316,0.388,2,0.311,87,0.295,0.17,0.316,0.12300000000000001
Alec Bohm,PHI,0.282,9,46,0.332,0.402,2,0.321,103,0.318,0.12,0.161,0.061
Josh Smith,TEX,0.256,9,32,0.331,0.382,9,0.314,101,0.297,0.126,0.17,0.08800000000000001
Lawrence Butler,ATH,0.227,17,51,0.299,0.403,17,0.307,92,0.296,0.176,0.28800000000000003,0.092
Alec Burleson,STL,0.285,15,59,0.337,0.449,5,0.339,120,0.302,0.163,0.135,0.073
Marcell Ozuna,ATL,0.232,20,61,0.362,0.414,0,0.342,119,0.264,0.182,0.226,0.168
Lenyn Sosa,CHW,0.27,17,57,0.297,0.439,2,0.317,102,0.312,0.169,0.222,0.033
Cedric Mullins,- - -,0.23,16,55,0.307,0.423,17,0.316,103,0.269,0.193,0.24100000000000002,0.096
Lars Nootbaar,STL,0.241,13,44,0.331,0.39,4,0.318,105,0.286,0.149,0.21600000000000003,0.11
Joey Ortiz,MIL,0.233,7,43,0.284,0.328,11,0.272,73,0.261,0.095,0.145,0.06
Ke'Bryan Hayes,- - -,0.243,4,42,0.289,0.319,11,0.27,67,0.297,0.076,0.191,0.049
Brandon Lowe,TBR,0.268,25,63,0.32,0.489,3,0.345,121,0.305,0.221,0.251,0.069
Vinnie Pasquantino,KCR,0.263,27,90,0.324,0.475,1,0.34,115,0.268,0.212,0.16,0.07200000000000001
Jordan Beck,COL,0.276,14,44,0.337,0.451,14,0.342,106,0.366,0.175,0.27899999999999997,0.077
Jorge Polanco,SEA,0.246,19,55,0.312,0.445,5,0.326,115,0.249,0.199,0.161,0.08199999999999999
Nolan Schanuel,LAA,0.266,10,49,0.355,0.383,5,0.326,108,0.29,0.117,0.12300000000000001,0.105
Luis Robert Jr.,CHW,0.225,14,53,0.301,0.37,33,0.294,86,0.279,0.145,0.263,0.095
Jo Adell,LAA,0.236,29,79,0.299,0.486,3,0.336,115,0.257,0.25,0.26,0.061
Miguel Vargas,CHW,0.233,13,48,0.314,0.399,4,0.313,99,0.259,0.166,0.171,0.09699999999999999
Michael Harris II,ATL,0.253,16,68,0.273,0.42,14,0.295,87,0.285,0.167,0.196,0.025
Paul Goldschmidt,NYY,0.281,10,42,0.335,0.425,5,0.328,110,0.332,0.144,0.187,0.07
Gavin Sheets,SDP,0.253,17,58,0.315,0.439,2,0.326,112,0.28,0.185,0.19699999999999998,0.076
Ian Happ,CHC,0.227,16,56,0.328,0.382,5,0.315,103,0.268,0.155,0.22,0.131
Kyle Manzardo,CLE,0.233,21,55,0.317,0.461,1,0.334,115,0.264,0.228,0.258,0.098
Jesus Sanchez,- - -,0.25,11,39,0.311,0.41,9,0.313,98,0.293,0.16,0.204,0.078
Anthony Volpe,NYY,0.208,18,65,0.274,0.4,15,0.291,86,0.238,0.193,0.24,0.079
Heliot Ramos,SFG,0.261,15,53,0.333,0.4,6,0.321,108,0.32,0.139,0.233,0.077
Christian Walker,HOU,0.237,19,72,0.303,0.407,1,0.309,97,0.291,0.171,0.266,0.071
Ty France,- - -,0.259,6,49,0.327,0.363,1,0.307,95,0.302,0.104,0.16399999999999998,0.047
Jackson Holliday,BAL,0.246,15,49,0.307,0.383,12,0.304,94,0.295,0.138,0.223,0.071
Isiah Kiner-Falefa,PIT,0.265,1,34,0.303,0.331,15,0.281,76,0.314,0.066,0.156,0.042
Matt McLain,CIN,0.22,11,40,0.3,0.331,16,0.283,74,0.287,0.111,0.273,0.094
Salvador Perez,KCR,0.247,22,73,0.293,0.449,0,0.316,98,0.271,0.201,0.19899999999999998,0.045
Lourdes Gurriel Jr.,ARI,0.251,18,76,0.298,0.423,10,0.311,97,0.258,0.172,0.14,0.057
Brenton Doyle,COL,0.247,14,50,0.291,0.403,13,0.301,78,0.299,0.156,0.24600000000000002,0.061
Cam Smith,HOU,0.244,7,48,0.312,0.36,5,0.298,90,0.335,0.116,0.28,0.079
Luis Arraez,SDP,0.287,6,47,0.322,0.394,8,0.312,102,0.284,0.107,0.027000000000000003,0.047
Luis Garcia Jr.,WSN,0.263,10,53,0.301,0.407,10,0.306,94,0.285,0.144,0.147,0.054000000000000006
Yainer Diaz,HOU,0.254,18,55,0.284,0.417,1,0.301,91,0.272,0.163,0.172,0.039
Ozzie Albies,ATL,0.229,10,50,0.3,0.331,12,0.281,77,0.256,0.101,0.154,0.086
Brooks Lee,MIN,0.25,13,53,0.298,0.392,2,0.301,91,0.276,0.142,0.17800000000000002,0.059000000000000004
Adolis Garcia,TEX,0.224,17,66,0.266,0.394,10,0.284,81,0.265,0.17,0.256,0.05
Carlos Santana,CLE,0.226,11,52,0.319,0.336,7,0.294,87,0.259,0.109,0.188,0.115
Gavin Lux,CIN,0.278,5,48,0.355,0.383,1,0.328,105,0.364,0.106,0.233,0.107
Bryan Reynolds,PIT,0.246,13,63,0.305,0.404,3,0.308,94,0.319,0.158,0.26899999999999996,0.07400000000000001
Teoscar Hernandez,LAD,0.249,21,76,0.28,0.464,5,0.317,103,0.289,0.215,0.259,0.042
Spencer Steer,CIN,0.233,15,59,0.3,0.387,6,0.301,87,0.273,0.154,0.222,0.08
Luis Rengifo,LAA,0.249,7,33,0.297,0.35,5,0.285,79,0.295,0.1,0.188,0.059000000000000004
Agustin Ramirez,MIA,0.231,18,56,0.288,0.431,9,0.309,95,0.251,0.2,0.195,0.06
Trevor Larnach,MIN,0.242,16,51,0.317,0.407,2,0.316,101,0.279,0.165,0.215,0.092
Andrew McCutchen,PIT,0.241,12,47,0.333,0.382,1,0.314,98,0.29,0.141,0.218,0.11800000000000001
Josh Bell,WSN,0.227,16,45,0.323,0.391,0,0.315,101,0.241,0.164,0.17,0.115
Wilmer Flores,SFG,0.245,13,63,0.314,0.376,1,0.305,97,0.271,0.132,0.183,0.077
Jonathan India,KCR,0.235,8,41,0.325,0.347,0,0.302,89,0.275,0.112,0.172,0.096
Nathaniel Lowe,- - -,0.22,17,73,0.297,0.383,1,0.299,90,0.269,0.163,0.258,0.098
Eric Wagaman,MIA,0.234,8,41,0.286,0.364,3,0.284,78,0.277,0.13,0.201,0.068
Nick Castellanos,PHI,0.256,16,61,0.295,0.413,4,0.306,93,0.296,0.157,0.21,0.049
