Name,Team,AVG,HR,RBI,OBP,SLG,SB,wOBA,wRC+,BABIP,ISO,K%,BB%
J.P. Crawford,SEA,0.266,9,44,0.358,0.365,7,0.324,114,0.322,0.099,0.188,0.11900000000000001
Dansby Swanson,CHC,0.248,18,57,0.297,0.408,10,0.304,96,0.309,0.16,0.26899999999999996,0.068
Jonathan Aranda,TBR,0.316,12,54,0.394,0.478,0,0.378,143,0.409,0.162,0.249,0.098
Michael Busch,CHC,0.262,24,73,0.342,0.494,4,0.36,134,0.305,0.232,0.247,0.09
Ben Rice,NYY,0.243,20,47,0.337,0.486,3,0.355,129,0.26,0.243,0.19899999999999998,0.10400000000000001
Trent Grisham,NYY,0.246,23,48,0.348,0.455,1,0.351,127,0.268,0.209,0.212,0.131
Brendan Donovan,STL,0.279,9,45,0.348,0.402,3,0.328,112,0.307,0.123,0.132,0.084
TJ Friedl,CIN,0.266,10,40,0.365,0.38,11,0.334,109,0.308,0.114,0.165,0.111
Xavier Edwards,MIA,0.299,2,34,0.357,0.374,23,0.323,105,0.346,0.075,0.135,0.08199999999999999
Trevor Story,BOS,0.257,19,79,0.303,0.419,22,0.313,95,0.33,0.162,0.28300000000000003,0.052000000000000005
Bryson Stott,PHI,0.25,9,53,0.323,0.376,21,0.309,95,0.287,0.126,0.171,0.09699999999999999
Spencer Torkelson,DET,0.242,26,68,0.336,0.472,2,0.346,122,0.274,0.23,0.245,0.11
Jung Hoo Lee,SFG,0.26,7,47,0.323,0.411,10,0.319,107,0.28,0.152,0.11,0.078
Christian Yelich,MIL,0.263,26,87,0.345,0.461,15,0.348,125,0.323,0.198,0.271,0.10300000000000001
Marcus Semien,TEX,0.23,15,62,0.305,0.364,11,0.295,88,0.251,0.134,0.174,0.094
Jose Altuve,HOU,0.275,22,64,0.339,0.456,9,0.341,119,0.292,0.181,0.161,0.08800000000000001
Mike Yastrzemski,- - -,0.233,13,36,0.333,0.389,6,0.316,104,0.276,0.156,0.218,0.129
Seiya Suzuki,CHC,0.244,27,87,0.318,0.483,4,0.341,121,0.281,0.239,0.258,0.102
Josh Naylor,- - -,0.282,16,70,0.346,0.45,22,0.343,120,0.302,0.167,0.14300000000000002,0.086
Otto Lopez,MIA,0.24,11,58,0.309,0.361,11,0.296,86,0.26,0.121,0.14,0.086
Ryan Jeffers,MIN,0.259,9,42,0.35,0.399,0,0.332,112,0.313,0.14,0.2,0.105
Carlos Correa,- - -,0.279,9,41,0.332,0.398,0,0.321,104,0.329,0.119,0.184,0.07400000000000001
Oneil Cruz,PIT,0.207,18,51,0.304,0.398,34,0.304,92,0.269,0.191,0.319,0.11900000000000001
Mookie Betts,LAD,0.246,13,57,0.316,0.371,8,0.302,92,0.251,0.125,0.105,0.092
Mike Trout,LAA,0.239,20,52,0.372,0.444,2,0.351,124,0.309,0.205,0.298,0.166
Yandy Diaz,TBR,0.281,21,73,0.341,0.463,3,0.345,121,0.297,0.181,0.151,0.075
Austin Riley,ATL,0.26,16,54,0.309,0.428,2,0.319,103,0.337,0.168,0.28600000000000003,0.06
Lawrence Butler,ATH,0.229,17,51,0.301,0.407,17,0.309,94,0.298,0.178,0.28600000000000003,0.09300000000000001
Ryan McMahon,- - -,0.217,17,43,0.316,0.388,2,0.311,87,0.295,0.17,0.316,0.12300000000000001
Marcell Ozuna,ATL,0.234,20,60,0.365,0.417,0,0.345,121,0.265,0.183,0.222,0.16899999999999998
Lenyn Sosa,CHW,0.272,17,57,0.3,0.443,2,0.32,104,0.315,0.171,0.222,0.033
Alec Bohm,PHI,0.282,9,45,0.33,0.399,2,0.319,102,0.318,0.118,0.163,0.059000000000000004
Josh Smith,TEX,0.257,9,32,0.332,0.383,9,0.315,102,0.297,0.126,0.168,0.08800000000000001
Jordan Beck,COL,0.276,14,44,0.338,0.453,14,0.343,107,0.365,0.177,0.27699999999999997,0.077
Alec Burleson,STL,0.285,15,59,0.337,0.449,5,0.339,120,0.302,0.163,0.135,0.073
Nolan Schanuel,LAA,0.267,10,49,0.357,0.385,5,0.328,109,0.291,0.117,0.124,0.105
Cedric Mullins,- - -,0.231,16,55,0.308,0.424,17,0.317,103,0.27,0.194,0.24100000000000002,0.096
Lars Nootbaar,STL,0.241,13,44,0.331,0.39,4,0.318,105,0.286,0.149,0.21600000000000003,0.11
Joey Ortiz,MIL,0.233,7,43,0.284,0.328,11,0.272,73,0.261,0.095,0.145,0.06
Brandon Lowe,TBR,0.268,25,63,0.32,0.489,3,0.345,121,0.305,0.221,0.251,0.069
Michael Harris II,ATL,0.255,16,68,0.275,0.423,14,0.297,88,0.288,0.168,0.196,0.026000000000000002
Ke'Bryan Hayes,- - -,0.24,4,42,0.285,0.316,10,0.267,65,0.294,0.076,0.193,0.048
Vinnie Pasquantino,KCR,0.263,27,89,0.324,0.475,1,0.341,115,0.268,0.212,0.161,0.07200000000000001
Jorge Polanco,SEA,0.246,19,55,0.31,0.445,5,0.325,114,0.249,0.199,0.162,0.08
Jo Adell,LAA,0.233,28,78,0.297,0.478,3,0.333,112,0.256,0.245,0.263,0.062
Paul Goldschmidt,NYY,0.281,10,42,0.335,0.426,5,0.328,111,0.331,0.145,0.18600000000000003,0.071
Gavin Sheets,SDP,0.255,17,58,0.317,0.442,2,0.328,114,0.283,0.187,0.198,0.076
Ian Happ,CHC,0.228,16,56,0.328,0.384,5,0.315,103,0.269,0.155,0.221,0.13
Luis Robert Jr.,CHW,0.222,13,52,0.3,0.36,32,0.29,83,0.277,0.138,0.263,0.096
Kyle Manzardo,CLE,0.233,21,55,0.318,0.463,1,0.335,115,0.263,0.23,0.258,0.099
Miguel Vargas,CHW,0.23,13,47,0.31,0.394,4,0.309,96,0.254,0.164,0.171,0.096
Salvador Perez,KCR,0.247,22,73,0.293,0.45,0,0.317,99,0.271,0.203,0.19899999999999998,0.045
Heliot Ramos,SFG,0.261,15,53,0.333,0.4,6,0.321,109,0.32,0.139,0.233,0.077
Ty France,- - -,0.261,6,48,0.329,0.366,1,0.31,97,0.303,0.105,0.161,0.045
Jackson Holliday,BAL,0.248,15,49,0.308,0.387,12,0.306,95,0.298,0.139,0.22399999999999998,0.069
Anthony Volpe,NYY,0.209,18,65,0.276,0.403,15,0.293,87,0.24,0.194,0.24,0.079
Jesus Sanchez,- - -,0.248,10,38,0.31,0.399,9,0.309,95,0.294,0.151,0.20600000000000002,0.079
Matt McLain,CIN,0.22,11,40,0.3,0.331,16,0.283,74,0.287,0.111,0.273,0.094
Luis Arraez,SDP,0.289,6,47,0.324,0.397,8,0.314,104,0.287,0.108,0.027999999999999997,0.048
Cam Smith,HOU,0.244,7,48,0.312,0.36,5,0.298,90,0.335,0.116,0.28,0.079
Ozzie Albies,ATL,0.229,10,50,0.3,0.331,12,0.282,78,0.256,0.102,0.155,0.087
Isiah Kiner-Falefa,PIT,0.262,1,34,0.301,0.329,15,0.279,74,0.311,0.067,0.155,0.043
Christian Walker,HOU,0.234,18,70,0.301,0.4,1,0.306,95,0.29,0.166,0.266,0.07200000000000001
Brooks Lee,MIN,0.25,13,53,0.298,0.394,2,0.302,91,0.276,0.144,0.177,0.059000000000000004
Jasson Dominguez,NYY,0.256,9,40,0.33,0.384,21,0.314,101,0.339,0.128,0.272,0.098
Lourdes Gurriel Jr.,ARI,0.249,17,73,0.297,0.416,10,0.308,95,0.257,0.167,0.141,0.057
Yainer Diaz,HOU,0.254,18,55,0.284,0.417,1,0.301,91,0.272,0.163,0.172,0.039
Brenton Doyle,COL,0.244,13,49,0.289,0.394,12,0.297,75,0.297,0.15,0.24600000000000002,0.061
Carlos Santana,CLE,0.226,11,52,0.319,0.336,7,0.294,87,0.259,0.109,0.188,0.115
Teoscar Hernandez,LAD,0.251,21,76,0.282,0.468,5,0.319,104,0.29,0.216,0.256,0.042
Gavin Lux,CIN,0.278,5,48,0.355,0.383,1,0.329,105,0.364,0.106,0.233,0.107
Bryan Reynolds,PIT,0.245,13,62,0.303,0.403,3,0.307,93,0.318,0.157,0.26899999999999996,0.073
Spencer Steer,CIN,0.235,15,59,0.303,0.391,6,0.304,89,0.276,0.155,0.221,0.081
Adolis Garcia,TEX,0.224,16,64,0.266,0.388,10,0.282,79,0.267,0.164,0.258,0.051
Agustin Ramirez,MIA,0.234,18,56,0.29,0.437,9,0.312,98,0.253,0.202,0.193,0.057999999999999996
Luis Garcia Jr.,WSN,0.258,9,51,0.297,0.393,10,0.299,90,0.281,0.135,0.149,0.054000000000000006
Luis Rengifo,LAA,0.249,7,33,0.297,0.35,5,0.285,79,0.294,0.101,0.187,0.059000000000000004
Trevor Larnach,MIN,0.244,16,51,0.317,0.41,2,0.317,102,0.282,0.166,0.217,0.091
Josh Bell,WSN,0.229,16,45,0.326,0.394,0,0.318,103,0.243,0.165,0.171,0.115
Andrew McCutchen,PIT,0.24,11,45,0.331,0.375,1,0.311,97,0.291,0.134,0.217,0.11699999999999999
Wilmer Flores,SFG,0.245,13,63,0.314,0.376,1,0.305,97,0.271,0.132,0.183,0.077
Jonathan India,KCR,0.234,8,41,0.324,0.347,0,0.302,88,0.274,0.113,0.174,0.095
Nick Castellanos,PHI,0.257,16,61,0.295,0.416,4,0.307,94,0.299,0.158,0.212,0.048
Eric Wagaman,MIA,0.233,8,41,0.284,0.364,3,0.283,77,0.276,0.131,0.201,0.066
Nathaniel Lowe,- - -,0.218,17,72,0.294,0.382,1,0.297,88,0.265,0.164,0.258,0.09699999999999999
