Name,Team,AVG,HR,RBI,OBP,SLG,SB,wOBA,wRC+,BABIP,ISO,K%,BB%
Xander Bogaerts,SDP,0.266,10,43,0.335,0.394,19,0.318,107,0.299,0.128,0.158,0.094
Ceddanne Rafaela,BOS,0.255,14,52,0.297,0.43,18,0.314,96,0.289,0.175,0.192,0.047
Shea Langeliers,ATH,0.27,26,56,0.317,0.546,5,0.363,131,0.267,0.276,0.184,0.069
Sal Frelick,MIL,0.294,9,47,0.356,0.41,18,0.337,118,0.322,0.116,0.128,0.07400000000000001
Matt Chapman,SFG,0.229,16,44,0.337,0.423,7,0.335,118,0.274,0.194,0.248,0.129
Eugenio Suarez,- - -,0.235,38,94,0.305,0.537,3,0.355,128,0.244,0.302,0.281,0.064
Zach Neto,LAA,0.27,21,54,0.327,0.484,21,0.346,121,0.324,0.215,0.255,0.059000000000000004
Bo Bichette,TOR,0.297,16,81,0.339,0.466,4,0.347,123,0.326,0.169,0.147,0.055999999999999994
Taylor Ward,LAA,0.236,29,90,0.319,0.491,3,0.345,121,0.268,0.255,0.268,0.10800000000000001
Jackson Chourio,MIL,0.276,17,67,0.311,0.474,18,0.335,117,0.315,0.198,0.201,0.047
Hunter Goodman,COL,0.277,25,69,0.327,0.532,1,0.366,123,0.328,0.255,0.264,0.061
Isaac Paredes,HOU,0.259,19,50,0.359,0.47,0,0.361,133,0.27,0.211,0.16399999999999998,0.12
Wilyer Abreu,BOS,0.253,22,69,0.325,0.486,6,0.344,116,0.279,0.233,0.235,0.099
Brice Turang,MIL,0.278,12,58,0.344,0.412,21,0.331,113,0.343,0.133,0.22399999999999998,0.09300000000000001
Steven Kwan,CLE,0.281,10,40,0.34,0.396,13,0.323,107,0.29,0.116,0.08900000000000001,0.081
George Springer,TOR,0.29,19,59,0.382,0.509,12,0.383,148,0.32,0.219,0.187,0.122
Brent Rooker,ATH,0.275,25,72,0.349,0.501,5,0.364,132,0.316,0.226,0.217,0.095
Riley Greene,DET,0.265,28,90,0.314,0.503,1,0.348,124,0.342,0.238,0.318,0.065
Zach McKinstry,DET,0.258,10,40,0.336,0.432,19,0.333,113,0.316,0.174,0.222,0.098
Brandon Nimmo,NYM,0.253,20,67,0.323,0.437,12,0.33,115,0.289,0.184,0.218,0.083
Wyatt Langford,TEX,0.24,17,50,0.326,0.418,16,0.323,108,0.299,0.178,0.271,0.109
Ernie Clement,TOR,0.281,9,40,0.314,0.408,3,0.312,99,0.298,0.127,0.109,0.045
Xavier Edwards,MIA,0.302,2,34,0.36,0.379,23,0.326,107,0.349,0.077,0.133,0.08199999999999999
Bryce Harper,PHI,0.258,19,55,0.355,0.492,10,0.363,132,0.292,0.234,0.213,0.121
Rafael Devers,- - -,0.257,23,81,0.377,0.465,1,0.363,133,0.322,0.208,0.261,0.153
Ryan O'Hearn,- - -,0.273,14,48,0.368,0.451,3,0.355,129,0.307,0.177,0.182,0.11900000000000001
Jacob Wilson,ATH,0.312,10,45,0.354,0.439,5,0.346,119,0.319,0.127,0.078,0.053
Trevor Story,BOS,0.258,19,79,0.302,0.423,22,0.315,96,0.33,0.165,0.285,0.05
Willy Adames,SFG,0.222,19,62,0.309,0.394,6,0.308,99,0.27,0.172,0.264,0.10800000000000001
Jonathan Aranda,TBR,0.316,12,54,0.394,0.478,0,0.378,144,0.409,0.162,0.249,0.098
Freddie Freeman,LAD,0.298,15,69,0.369,0.481,3,0.364,135,0.363,0.183,0.225,0.098
Gleyber Torres,DET,0.261,13,58,0.357,0.401,4,0.336,115,0.282,0.14,0.145,0.126
TJ Friedl,CIN,0.267,10,39,0.367,0.385,11,0.336,111,0.309,0.118,0.165,0.111
Brendan Donovan,STL,0.279,9,45,0.348,0.402,3,0.328,112,0.307,0.123,0.132,0.084
Michael Busch,CHC,0.26,24,68,0.342,0.5,4,0.362,136,0.299,0.24,0.244,0.09
Spencer Torkelson,DET,0.242,26,67,0.335,0.477,2,0.347,123,0.275,0.235,0.251,0.10800000000000001
Trent Grisham,NYY,0.247,21,46,0.352,0.451,1,0.352,127,0.272,0.203,0.21,0.134
Willson Contreras,STL,0.255,16,65,0.344,0.443,4,0.343,123,0.316,0.187,0.24600000000000002,0.083
J.P. Crawford,SEA,0.262,9,44,0.356,0.36,7,0.322,112,0.314,0.098,0.182,0.12
Dansby Swanson,CHC,0.249,18,57,0.295,0.409,10,0.304,96,0.31,0.16,0.272,0.064
Seiya Suzuki,CHC,0.249,27,86,0.32,0.499,3,0.348,126,0.287,0.249,0.259,0.09699999999999999
Christian Yelich,MIL,0.267,25,86,0.345,0.467,15,0.35,127,0.328,0.2,0.26899999999999996,0.096
Jose Altuve,HOU,0.28,22,64,0.345,0.467,9,0.348,124,0.297,0.187,0.162,0.09
Jung Hoo Lee,SFG,0.26,6,46,0.324,0.409,10,0.319,107,0.28,0.149,0.106,0.079
Marcus Semien,TEX,0.228,15,61,0.304,0.365,11,0.295,88,0.247,0.138,0.17300000000000001,0.094
Ben Rice,NYY,0.239,18,45,0.334,0.469,3,0.348,124,0.258,0.23,0.19899999999999998,0.10400000000000001
Tyler Soderstrom,ATH,0.264,22,73,0.337,0.468,6,0.348,120,0.306,0.204,0.226,0.09
Victor Scott II,STL,0.223,5,35,0.311,0.312,31,0.283,81,0.296,0.089,0.24600000000000002,0.092
Yandy Diaz,TBR,0.283,20,71,0.344,0.462,3,0.347,123,0.298,0.179,0.146,0.077
Josh Naylor,- - -,0.286,15,69,0.352,0.449,22,0.345,122,0.306,0.163,0.139,0.08800000000000001
Ryan McMahon,- - -,0.222,17,43,0.322,0.396,2,0.317,91,0.299,0.174,0.31,0.126
J.T. Realmuto,PHI,0.271,7,39,0.325,0.388,6,0.313,98,0.346,0.116,0.23199999999999998,0.065
Otto Lopez,MIA,0.239,11,56,0.308,0.36,11,0.295,86,0.259,0.121,0.14300000000000002,0.085
Josh Smith,TEX,0.263,9,30,0.341,0.395,9,0.324,108,0.304,0.132,0.168,0.092
Jackson Merrill,SDP,0.261,9,51,0.317,0.413,1,0.316,105,0.312,0.152,0.212,0.073
Oneil Cruz,PIT,0.207,18,51,0.304,0.398,34,0.304,92,0.269,0.191,0.319,0.11900000000000001
Austin Riley,ATL,0.26,16,54,0.309,0.428,2,0.319,104,0.337,0.168,0.28600000000000003,0.06
Lawrence Butler,ATH,0.232,17,48,0.304,0.411,17,0.312,96,0.302,0.179,0.289,0.094
Mookie Betts,LAD,0.242,13,57,0.312,0.371,8,0.3,91,0.245,0.13,0.107,0.091
Carlos Correa,- - -,0.277,9,39,0.329,0.399,0,0.32,104,0.324,0.122,0.179,0.073
Bryson Stott,PHI,0.239,7,47,0.315,0.35,19,0.296,86,0.28,0.111,0.17800000000000002,0.098
Mike Trout,LAA,0.234,20,52,0.367,0.444,2,0.348,122,0.298,0.21,0.3,0.165
Marcell Ozuna,ATL,0.236,20,60,0.366,0.423,0,0.347,123,0.268,0.187,0.22399999999999998,0.16699999999999998
Ryan Jeffers,MIN,0.262,8,41,0.35,0.397,0,0.331,111,0.319,0.135,0.20199999999999999,0.10099999999999999
Lenyn Sosa,CHW,0.273,16,50,0.302,0.444,2,0.321,105,0.314,0.171,0.217,0.035
Alec Bohm,PHI,0.28,9,45,0.327,0.401,2,0.318,102,0.314,0.12,0.16,0.057
Mike Yastrzemski,- - -,0.226,11,34,0.327,0.372,6,0.308,98,0.273,0.146,0.22399999999999998,0.13
Brandon Lowe,TBR,0.272,24,61,0.318,0.492,3,0.346,122,0.312,0.22,0.254,0.065
Jordan Beck,COL,0.275,14,44,0.339,0.457,14,0.345,109,0.364,0.182,0.27899999999999997,0.08
Nolan Schanuel,LAA,0.269,10,49,0.359,0.39,5,0.331,111,0.294,0.12,0.127,0.107
Joey Ortiz,MIL,0.231,7,42,0.283,0.329,11,0.272,73,0.259,0.098,0.14800000000000002,0.06
Kyle Manzardo,CLE,0.238,21,55,0.323,0.476,1,0.342,121,0.268,0.238,0.256,0.10300000000000001
Alec Burleson,STL,0.283,15,55,0.336,0.452,5,0.34,120,0.298,0.168,0.13699999999999998,0.07400000000000001
Paul Goldschmidt,NYY,0.28,10,41,0.334,0.429,5,0.329,111,0.331,0.149,0.18899999999999997,0.07
Lars Nootbaar,STL,0.233,13,41,0.326,0.386,4,0.314,102,0.276,0.153,0.221,0.11199999999999999
Jorge Polanco,SEA,0.245,18,54,0.31,0.439,5,0.324,113,0.246,0.194,0.152,0.081
Ian Happ,CHC,0.228,16,56,0.327,0.387,5,0.316,104,0.268,0.159,0.222,0.129
Cedric Mullins,- - -,0.221,16,53,0.298,0.414,16,0.309,98,0.256,0.193,0.24600000000000002,0.095
Anthony Volpe,NYY,0.215,18,65,0.283,0.413,15,0.3,92,0.244,0.199,0.235,0.08199999999999999
Cam Smith,HOU,0.252,7,48,0.321,0.371,5,0.307,96,0.344,0.119,0.276,0.08199999999999999
Michael Harris II,ATL,0.253,14,64,0.274,0.414,14,0.293,86,0.288,0.161,0.196,0.027000000000000003
Heliot Ramos,SFG,0.265,14,52,0.339,0.402,6,0.325,111,0.327,0.137,0.231,0.08
Ty France,- - -,0.261,6,46,0.329,0.37,1,0.312,98,0.304,0.109,0.16399999999999998,0.047
Matt McLain,CIN,0.222,11,39,0.302,0.335,16,0.286,76,0.29,0.113,0.275,0.094
Ke'Bryan Hayes,- - -,0.236,4,41,0.279,0.302,10,0.258,60,0.291,0.067,0.2,0.047
Jo Adell,LAA,0.228,26,76,0.291,0.466,3,0.326,107,0.249,0.238,0.258,0.062
Gavin Sheets,SDP,0.251,15,54,0.314,0.426,2,0.321,109,0.28,0.175,0.196,0.079
Jackson Holliday,BAL,0.249,15,48,0.303,0.39,11,0.304,94,0.3,0.141,0.22899999999999998,0.062
Luis Robert Jr.,CHW,0.219,12,47,0.301,0.353,31,0.288,81,0.277,0.134,0.268,0.1
Jesus Sanchez,- - -,0.244,10,37,0.306,0.398,9,0.306,94,0.286,0.154,0.204,0.079
Miguel Vargas,CHW,0.229,13,44,0.307,0.394,4,0.308,95,0.252,0.165,0.17,0.091
Isiah Kiner-Falefa,PIT,0.267,1,33,0.306,0.333,15,0.284,78,0.318,0.066,0.157,0.044000000000000004
Vinnie Pasquantino,KCR,0.257,22,80,0.317,0.444,1,0.327,106,0.268,0.187,0.161,0.07200000000000001
Teoscar Hernandez,LAD,0.255,20,74,0.287,0.47,5,0.322,107,0.295,0.216,0.257,0.044000000000000004
Luis Arraez,SDP,0.291,6,46,0.327,0.399,7,0.316,106,0.288,0.108,0.028999999999999998,0.05
Nolan Arenado,STL,0.235,10,43,0.294,0.366,2,0.287,84,0.239,0.13,0.099,0.071
Ozzie Albies,ATL,0.226,10,48,0.298,0.328,11,0.28,77,0.253,0.101,0.158,0.087
Salvador Perez,KCR,0.244,22,70,0.288,0.449,0,0.314,97,0.266,0.205,0.20199999999999999,0.042
Jasson Dominguez,NYY,0.257,9,40,0.331,0.387,20,0.316,102,0.342,0.13,0.27399999999999997,0.09699999999999999
Spencer Steer,CIN,0.239,15,59,0.306,0.399,6,0.309,92,0.282,0.159,0.225,0.081
Luis Garcia Jr.,WSN,0.263,9,51,0.303,0.401,10,0.304,94,0.286,0.138,0.14400000000000002,0.055
Yainer Diaz,HOU,0.254,17,53,0.283,0.418,1,0.3,91,0.271,0.164,0.17,0.036000000000000004
Carlos Santana,CLE,0.227,11,51,0.321,0.336,7,0.295,88,0.256,0.109,0.18100000000000002,0.11699999999999999
Gavin Lux,CIN,0.28,4,45,0.359,0.378,1,0.329,106,0.371,0.098,0.23600000000000002,0.11
Lourdes Gurriel Jr.,ARI,0.246,16,66,0.295,0.412,10,0.305,93,0.255,0.166,0.14,0.059000000000000004
Christian Walker,HOU,0.234,16,65,0.302,0.392,1,0.304,93,0.291,0.158,0.264,0.073
Adolis Garcia,TEX,0.224,16,64,0.266,0.388,10,0.282,80,0.267,0.164,0.258,0.051
Agustin Ramirez,MIA,0.235,18,56,0.287,0.439,7,0.312,98,0.251,0.205,0.18899999999999997,0.061
Brooks Lee,MIN,0.245,12,51,0.288,0.383,2,0.292,85,0.272,0.138,0.183,0.051
Luis Rengifo,LAA,0.25,7,32,0.295,0.353,5,0.285,79,0.294,0.103,0.18600000000000003,0.055999999999999994
Bryan Reynolds,PIT,0.244,13,61,0.301,0.4,3,0.304,92,0.315,0.156,0.26899999999999996,0.071
Trevor Larnach,MIN,0.242,16,49,0.315,0.412,2,0.317,102,0.278,0.17,0.21899999999999997,0.09
Josh Bell,WSN,0.231,15,43,0.327,0.391,0,0.318,103,0.249,0.16,0.17300000000000001,0.114
Brenton Doyle,COL,0.235,11,42,0.283,0.372,12,0.286,68,0.293,0.137,0.255,0.064
Andrew McCutchen,PIT,0.241,11,41,0.327,0.373,1,0.31,96,0.292,0.132,0.222,0.111
Wilmer Flores,SFG,0.247,12,61,0.315,0.375,1,0.305,97,0.277,0.128,0.184,0.077
Jonathan India,KCR,0.238,8,40,0.324,0.354,0,0.304,90,0.276,0.117,0.17,0.092
Nick Castellanos,PHI,0.253,16,61,0.291,0.413,4,0.304,92,0.294,0.16,0.217,0.047
Eric Wagaman,MIA,0.235,7,40,0.284,0.36,3,0.282,77,0.279,0.125,0.198,0.065
Nathaniel Lowe,WSN,0.216,16,68,0.292,0.373,1,0.293,86,0.267,0.157,0.265,0.096
