Name,Team,G,AB,R,H,HR,RBI,SB,BB,SO,AVG,OBP,SLG,OPS,wOBA,wRC+,BABIP,ISO,K%,BB%
Lenyn Sosa,CHW,86,307,29,81,9,34,2,9,75,0.264,0.289,0.407,0.696,0.302,92,0.323,0.143,0.235,0.027999999999999997
Carlos Santana,CLE,95,332,43,75,11,43,6,45,72,0.226,0.32,0.346,0.667,0.299,91,0.253,0.12,0.188,0.11699999999999999
Ozzie Albies,ATL,101,384,42,85,9,39,8,37,67,0.221,0.294,0.328,0.623,0.279,76,0.244,0.107,0.157,0.086
Joey Ortiz,MIL,99,313,42,68,7,31,9,21,55,0.217,0.273,0.316,0.589,0.263,67,0.243,0.099,0.161,0.061
Cedric Mullins,BAL,85,294,38,63,13,42,14,32,83,0.214,0.294,0.398,0.692,0.303,94,0.25,0.184,0.251,0.09699999999999999
Luis Robert Jr.,CHW,84,286,37,59,10,41,26,35,95,0.206,0.293,0.343,0.636,0.281,77,0.268,0.136,0.29,0.107
Kyle Manzardo,CLE,86,280,28,62,16,42,1,29,78,0.221,0.295,0.45,0.745,0.319,105,0.242,0.229,0.248,0.092
Lourdes Gurriel Jr.,ARI,95,372,35,91,12,48,7,25,55,0.245,0.295,0.406,0.701,0.304,93,0.254,0.161,0.135,0.061
Angel Martinez,CLE,85,294,38,74,9,38,6,10,67,0.252,0.277,0.415,0.692,0.297,90,0.293,0.163,0.214,0.032
Ty France,MIN,96,337,41,84,6,43,1,17,60,0.249,0.315,0.356,0.671,0.3,91,0.287,0.107,0.162,0.046
Gavin Lux,CIN,89,291,31,80,4,40,1,38,79,0.275,0.359,0.381,0.74,0.331,107,0.365,0.107,0.24,0.11599999999999999
Luis Garcia Jr.,WSN,90,318,42,83,7,43,9,20,51,0.261,0.303,0.393,0.697,0.303,93,0.286,0.132,0.147,0.057999999999999996
Andrew McCutchen,PIT,90,321,33,82,9,32,1,38,78,0.255,0.335,0.386,0.721,0.319,101,0.308,0.131,0.213,0.10400000000000001
Spencer Steer,CIN,94,342,41,84,11,41,6,25,86,0.246,0.304,0.392,0.696,0.306,90,0.297,0.146,0.231,0.067
Christian Walker,HOU,96,371,40,88,13,52,1,25,111,0.237,0.296,0.385,0.681,0.299,91,0.3,0.148,0.273,0.062
Agustin Ramirez,MIA,77,307,43,75,14,45,1,19,63,0.244,0.287,0.459,0.747,0.319,103,0.264,0.215,0.193,0.057999999999999996
Teoscar Hernandez,LAD,82,312,42,79,14,58,5,15,79,0.253,0.288,0.449,0.737,0.316,103,0.294,0.196,0.239,0.045
Wilmer Flores,SFG,91,322,35,79,12,59,1,29,64,0.245,0.318,0.385,0.703,0.311,101,0.27,0.14,0.17800000000000002,0.081
Max Kepler,PHI,90,290,36,59,11,32,1,38,66,0.203,0.3,0.366,0.666,0.294,85,0.223,0.162,0.198,0.114
Trevor Larnach,MIN,95,343,46,83,13,42,2,34,86,0.242,0.313,0.405,0.719,0.314,100,0.283,0.163,0.22399999999999998,0.08900000000000001
Luis Arraez,SDP,96,389,42,111,5,37,5,19,12,0.285,0.32,0.391,0.71,0.31,102,0.283,0.105,0.028999999999999998,0.045
Yainer Diaz,HOU,89,345,36,85,13,39,1,14,64,0.246,0.277,0.403,0.68,0.293,87,0.266,0.157,0.17600000000000002,0.038
Nick Castellanos,PHI,101,387,45,104,13,55,4,22,85,0.269,0.31,0.432,0.742,0.321,104,0.311,0.163,0.204,0.053
Josh Bell,WSN,88,303,32,68,13,38,0,36,59,0.224,0.314,0.393,0.707,0.312,99,0.237,0.168,0.172,0.105
Nathaniel Lowe,WSN,102,385,47,87,15,62,1,37,116,0.226,0.294,0.392,0.686,0.301,92,0.281,0.166,0.273,0.087
Bryan Reynolds,PIT,97,380,38,90,10,50,3,30,113,0.237,0.294,0.382,0.676,0.295,85,0.308,0.145,0.272,0.07200000000000001
Michael Conforto,LAD,89,275,37,51,8,23,1,36,74,0.185,0.297,0.32,0.617,0.281,79,0.222,0.135,0.231,0.113
Michael Harris II,ATL,99,370,23,79,7,46,12,11,81,0.214,0.237,0.322,0.559,0.241,50,0.251,0.108,0.207,0.027999999999999997
Jonathan India,KCR,95,363,43,88,4,27,0,37,68,0.242,0.324,0.339,0.663,0.299,86,0.287,0.096,0.165,0.09
Luis Rengifo,LAA,95,336,34,81,4,23,2,19,65,0.241,0.282,0.321,0.604,0.268,67,0.286,0.08,0.18100000000000002,0.053
Brenton Doyle,COL,86,320,35,69,7,31,10,22,89,0.216,0.265,0.331,0.596,0.263,52,0.274,0.116,0.259,0.064
Eric Wagaman,MIA,91,334,33,78,5,33,3,22,68,0.234,0.28,0.344,0.624,0.274,72,0.275,0.111,0.188,0.061
Michael Toglia,COL,82,290,21,57,10,31,3,27,123,0.197,0.266,0.359,0.624,0.272,58,0.296,0.162,0.384,0.084
