Name,Team,AVG,HR,RBI,OBP,SLG,SB,wOBA,wRC+,BABIP,ISO,K%,BB%
Luis Arraez,SDP,0.289,6,45,0.325,0.394,5,0.314,104,0.286,0.104,0.027999999999999997,0.049
Jasson Dominguez,NYY,0.253,9,37,0.33,0.389,19,0.316,102,0.335,0.136,0.27399999999999997,0.10099999999999999
Yainer Diaz,HOU,0.254,17,53,0.282,0.423,1,0.302,92,0.269,0.169,0.166,0.035
Carlos Santana,CLE,0.227,11,51,0.319,0.338,7,0.295,88,0.255,0.111,0.179,0.115
Ozzie Albies,ATL,0.222,9,44,0.297,0.319,11,0.276,74,0.249,0.097,0.157,0.091
Gavin Lux,CIN,0.279,4,43,0.36,0.379,1,0.33,107,0.37,0.1,0.235,0.11199999999999999
Salvador Perez,KCR,0.243,21,68,0.288,0.445,0,0.313,96,0.266,0.201,0.20199999999999999,0.043
Christian Walker,HOU,0.236,16,65,0.302,0.396,1,0.305,94,0.292,0.16,0.262,0.07
Bryan Reynolds,PIT,0.247,13,61,0.305,0.404,3,0.308,95,0.318,0.158,0.268,0.073
Luis Garcia Jr.,WSN,0.261,9,51,0.3,0.401,9,0.303,93,0.284,0.14,0.149,0.055
Spencer Steer,CIN,0.238,14,57,0.3,0.394,6,0.304,89,0.281,0.156,0.226,0.07400000000000001
Adolis Garcia,TEX,0.224,16,64,0.266,0.388,10,0.282,79,0.267,0.164,0.258,0.051
Lourdes Gurriel Jr.,ARI,0.244,14,59,0.293,0.401,9,0.301,90,0.253,0.157,0.135,0.059000000000000004
Trevor Larnach,MIN,0.243,16,49,0.317,0.416,2,0.319,103,0.279,0.173,0.21899999999999997,0.091
Luis Rengifo,LAA,0.249,7,30,0.295,0.348,4,0.283,78,0.293,0.099,0.18600000000000003,0.055999999999999994
Josh Bell,WSN,0.23,15,43,0.329,0.396,0,0.321,105,0.249,0.166,0.17800000000000002,0.11699999999999999
Agustin Ramirez,MIA,0.236,17,54,0.283,0.437,7,0.309,95,0.253,0.202,0.193,0.059000000000000004
Max Kepler,PHI,0.206,12,38,0.296,0.366,2,0.29,82,0.226,0.16,0.196,0.10800000000000001
Andrew McCutchen,PIT,0.243,11,40,0.331,0.376,1,0.312,98,0.294,0.132,0.21899999999999997,0.113
Brooks Lee,MIN,0.244,11,44,0.284,0.367,2,0.285,80,0.272,0.123,0.185,0.048
Wilmer Flores,SFG,0.249,12,61,0.316,0.377,1,0.307,99,0.277,0.129,0.18,0.077
Brenton Doyle,COL,0.231,10,39,0.279,0.36,11,0.28,63,0.289,0.129,0.255,0.064
Jonathan India,KCR,0.238,7,38,0.323,0.349,0,0.301,88,0.278,0.111,0.168,0.08900000000000001
Nick Castellanos,PHI,0.256,15,60,0.294,0.412,4,0.305,93,0.299,0.156,0.215,0.048
Nathaniel Lowe,WSN,0.216,16,68,0.292,0.373,1,0.293,86,0.267,0.157,0.265,0.096
Eric Wagaman,MIA,0.23,6,38,0.281,0.345,3,0.275,72,0.274,0.115,0.19699999999999998,0.067
