Name,Team,AVG,HR,RBI,OBP,SLG,SB,wOBA,wRC+,BABIP,ISO,K%,BB%
Zach McKinstry,DET,0.263,11,43,0.339,0.445,19,0.339,117,0.321,0.182,0.21899999999999997,0.095
Brandon Nimmo,NYM,0.258,20,71,0.328,0.435,12,0.331,116,0.296,0.177,0.215,0.084
Tyler Soderstrom,ATH,0.274,23,77,0.347,0.475,7,0.354,124,0.322,0.201,0.226,0.09300000000000001
Hunter Goodman,COL,0.272,26,75,0.321,0.521,1,0.358,117,0.324,0.249,0.268,0.059000000000000004
Trent Grisham,NYY,0.248,26,51,0.353,0.471,1,0.359,132,0.265,0.223,0.21100000000000002,0.133
Trevor Story,BOS,0.257,21,83,0.304,0.427,23,0.317,97,0.325,0.17,0.27699999999999997,0.052000000000000005
Ben Rice,NYY,0.246,22,49,0.342,0.497,3,0.361,133,0.259,0.251,0.196,0.107
Willson Contreras,STL,0.257,19,73,0.341,0.451,4,0.344,123,0.319,0.194,0.258,0.078
Gleyber Torres,DET,0.259,14,61,0.363,0.4,4,0.338,117,0.28,0.141,0.146,0.136
Brent Rooker,ATH,0.269,26,75,0.341,0.49,5,0.355,125,0.311,0.221,0.223,0.094
Spencer Torkelson,DET,0.24,28,70,0.332,0.478,2,0.345,122,0.271,0.238,0.249,0.10800000000000001
Jake Cronenworth,SDP,0.247,10,47,0.363,0.391,2,0.337,120,0.301,0.144,0.214,0.125
Steven Kwan,CLE,0.271,10,41,0.331,0.378,14,0.311,99,0.28,0.108,0.086,0.081
Dansby Swanson,CHC,0.247,18,58,0.297,0.404,10,0.303,95,0.307,0.157,0.266,0.068
Michael Busch,CHC,0.261,24,74,0.34,0.488,4,0.357,132,0.304,0.228,0.244,0.09
Christian Yelich,MIL,0.271,26,90,0.35,0.465,15,0.352,128,0.334,0.194,0.266,0.10099999999999999
Brendan Donovan,STL,0.279,9,45,0.348,0.402,3,0.328,112,0.307,0.123,0.132,0.084
TJ Friedl,CIN,0.266,10,41,0.364,0.376,11,0.331,108,0.308,0.11,0.165,0.111
J.T. Realmuto,PHI,0.27,10,45,0.325,0.404,7,0.319,102,0.339,0.134,0.23,0.062
Ernie Clement,TOR,0.274,9,40,0.31,0.396,4,0.306,94,0.292,0.122,0.111,0.044000000000000004
Mike Yastrzemski,- - -,0.236,14,40,0.335,0.401,6,0.321,107,0.277,0.165,0.214,0.129
Jung Hoo Lee,SFG,0.259,7,47,0.322,0.408,10,0.318,106,0.28,0.149,0.11,0.078
J.P. Crawford,SEA,0.261,9,46,0.352,0.359,7,0.319,110,0.316,0.098,0.187,0.11699999999999999
Mookie Betts,LAD,0.247,14,58,0.32,0.374,8,0.305,95,0.251,0.127,0.10099999999999999,0.096
Bryson Stott,PHI,0.244,9,53,0.319,0.367,23,0.304,92,0.279,0.123,0.168,0.098
Xavier Edwards,MIA,0.288,2,34,0.345,0.363,23,0.313,98,0.336,0.076,0.141,0.08
Marcus Semien,TEX,0.23,15,62,0.305,0.364,11,0.295,88,0.251,0.134,0.174,0.094
Yandy Diaz,TBR,0.286,22,74,0.345,0.474,3,0.351,124,0.302,0.188,0.14800000000000002,0.075
Josh Naylor,- - -,0.286,16,73,0.35,0.449,22,0.345,122,0.308,0.163,0.142,0.087
Carlos Correa,- - -,0.281,10,43,0.336,0.403,0,0.325,107,0.33,0.122,0.183,0.078
Seiya Suzuki,CHC,0.243,27,87,0.32,0.476,4,0.34,121,0.282,0.233,0.259,0.106
Jose Altuve,HOU,0.273,22,64,0.336,0.451,9,0.338,117,0.291,0.178,0.162,0.086
Otto Lopez,MIA,0.237,11,59,0.307,0.353,12,0.292,84,0.257,0.116,0.139,0.086
Ryan McMahon,- - -,0.216,18,46,0.315,0.389,2,0.311,87,0.292,0.172,0.317,0.122
Ryan Jeffers,MIN,0.258,9,43,0.347,0.394,0,0.328,110,0.312,0.136,0.19899999999999998,0.10300000000000001
Austin Riley,ATL,0.26,16,54,0.309,0.428,2,0.319,103,0.337,0.168,0.28600000000000003,0.06
Oneil Cruz,PIT,0.203,18,52,0.302,0.391,34,0.301,90,0.265,0.188,0.32,0.121
Alec Burleson,STL,0.288,16,60,0.338,0.454,5,0.342,121,0.304,0.166,0.135,0.071
Jorge Polanco,SEA,0.252,20,59,0.317,0.456,6,0.332,119,0.256,0.204,0.16,0.081
Josh Smith,TEX,0.256,9,32,0.333,0.378,9,0.314,101,0.297,0.122,0.16899999999999998,0.09
Alec Bohm,PHI,0.286,9,48,0.334,0.402,2,0.322,104,0.326,0.115,0.165,0.059000000000000004
Cedric Mullins,- - -,0.232,16,55,0.311,0.424,19,0.319,104,0.271,0.192,0.23800000000000002,0.09699999999999999
Gavin Sheets,SDP,0.259,18,60,0.322,0.453,2,0.334,118,0.287,0.194,0.196,0.078
Lenyn Sosa,CHW,0.27,17,60,0.298,0.437,2,0.317,101,0.311,0.167,0.21600000000000003,0.034
Lawrence Butler,ATH,0.227,17,51,0.299,0.399,17,0.306,91,0.297,0.173,0.289,0.094
Joey Ortiz,MIL,0.233,7,43,0.284,0.328,11,0.272,73,0.261,0.095,0.145,0.06
Brandon Lowe,TBR,0.264,26,65,0.319,0.484,3,0.343,119,0.299,0.22,0.25,0.073
Vinnie Pasquantino,KCR,0.262,28,94,0.321,0.473,1,0.338,113,0.266,0.211,0.159,0.07
Mike Trout,LAA,0.232,20,52,0.362,0.429,2,0.34,117,0.307,0.197,0.31,0.161
Jordan Beck,COL,0.269,14,44,0.333,0.441,14,0.336,102,0.362,0.171,0.287,0.079
Marcell Ozuna,ATL,0.229,20,62,0.36,0.409,0,0.339,117,0.263,0.18,0.231,0.168
Nolan Schanuel,LAA,0.266,10,49,0.355,0.383,5,0.326,108,0.29,0.117,0.12300000000000001,0.105
Michael Harris II,ATL,0.251,17,71,0.273,0.418,15,0.295,87,0.282,0.167,0.195,0.027000000000000003
Ke'Bryan Hayes,- - -,0.236,4,42,0.284,0.31,12,0.264,64,0.291,0.073,0.198,0.052000000000000005
Jo Adell,LAA,0.235,30,82,0.298,0.486,4,0.336,114,0.254,0.251,0.258,0.061
Paul Goldschmidt,NYY,0.284,10,42,0.336,0.43,5,0.33,112,0.336,0.146,0.188,0.069
Heliot Ramos,SFG,0.266,16,57,0.339,0.41,6,0.328,113,0.327,0.144,0.233,0.077
Miguel Vargas,CHW,0.233,13,48,0.314,0.397,4,0.312,98,0.259,0.165,0.17,0.098
Ian Happ,CHC,0.227,16,56,0.329,0.381,5,0.315,103,0.268,0.155,0.222,0.133
Luis Robert Jr.,CHW,0.223,14,53,0.297,0.364,33,0.29,83,0.274,0.141,0.26,0.09300000000000001
Jesus Sanchez,- - -,0.253,12,41,0.313,0.418,9,0.316,101,0.297,0.164,0.20800000000000002,0.076
Adolis Garcia,TEX,0.234,18,72,0.277,0.413,13,0.296,89,0.276,0.179,0.251,0.053
Lars Nootbaar,STL,0.233,13,44,0.328,0.377,4,0.312,101,0.275,0.145,0.213,0.115
Isiah Kiner-Falefa,PIT,0.27,1,35,0.307,0.339,15,0.286,79,0.32,0.069,0.154,0.040999999999999995
Kyle Manzardo,CLE,0.231,21,57,0.312,0.449,1,0.327,110,0.263,0.218,0.258,0.095
Ty France,- - -,0.257,7,50,0.325,0.366,1,0.307,95,0.298,0.109,0.166,0.048
Ozzie Albies,ATL,0.233,13,59,0.301,0.35,12,0.288,82,0.255,0.117,0.152,0.083
Salvador Perez,KCR,0.246,23,77,0.291,0.451,0,0.317,98,0.268,0.205,0.19899999999999998,0.044000000000000004
Cam Smith,HOU,0.242,8,49,0.311,0.364,6,0.299,90,0.331,0.121,0.281,0.08
Matt McLain,CIN,0.221,11,40,0.299,0.329,16,0.281,73,0.29,0.108,0.276,0.091
Yainer Diaz,HOU,0.257,18,55,0.288,0.419,1,0.303,93,0.276,0.162,0.17300000000000001,0.040999999999999995
Anthony Volpe,NYY,0.204,18,65,0.269,0.393,15,0.286,82,0.234,0.189,0.24100000000000002,0.077
Bryan Reynolds,PIT,0.246,14,66,0.306,0.411,3,0.311,97,0.32,0.165,0.273,0.076
Luis Garcia Jr.,WSN,0.262,11,54,0.299,0.408,10,0.305,94,0.285,0.147,0.154,0.052000000000000005
Christian Walker,HOU,0.235,19,72,0.301,0.402,1,0.306,95,0.291,0.167,0.267,0.07
Brenton Doyle,COL,0.244,14,50,0.288,0.399,14,0.297,75,0.296,0.154,0.244,0.059000000000000004
Lourdes Gurriel Jr.,ARI,0.245,19,80,0.292,0.419,10,0.306,94,0.25,0.173,0.142,0.057
Spencer Steer,CIN,0.235,16,62,0.305,0.396,6,0.307,91,0.277,0.161,0.22399999999999998,0.084
Brooks Lee,MIN,0.249,14,56,0.297,0.393,2,0.301,91,0.271,0.145,0.17300000000000001,0.059000000000000004
Jackson Holliday,BAL,0.24,15,49,0.302,0.375,12,0.298,90,0.289,0.134,0.22399999999999998,0.071
Carlos Santana,CLE,0.225,11,52,0.316,0.333,7,0.292,86,0.257,0.109,0.18899999999999997,0.114
Teoscar Hernandez,LAD,0.249,21,77,0.283,0.459,5,0.316,102,0.288,0.211,0.256,0.045
Luis Arraez,SDP,0.283,6,48,0.316,0.388,9,0.307,99,0.28,0.106,0.027000000000000003,0.046
Gavin Lux,CIN,0.275,5,48,0.352,0.38,1,0.326,104,0.363,0.105,0.239,0.106
Trevor Larnach,MIN,0.242,16,51,0.318,0.405,2,0.316,101,0.277,0.164,0.21,0.095
Agustin Ramirez,MIA,0.228,18,57,0.287,0.424,10,0.306,93,0.248,0.195,0.19399999999999998,0.06
Luis Rengifo,LAA,0.245,7,33,0.293,0.342,6,0.28,76,0.29,0.097,0.18600000000000003,0.059000000000000004
Andrew McCutchen,PIT,0.239,12,49,0.332,0.377,1,0.312,97,0.289,0.137,0.218,0.11900000000000001
Wilmer Flores,SFG,0.245,14,64,0.315,0.383,1,0.308,99,0.271,0.137,0.184,0.077
Josh Bell,WSN,0.229,16,45,0.323,0.388,0,0.314,100,0.243,0.159,0.166,0.11199999999999999
Jonathan India,KCR,0.234,8,41,0.326,0.345,0,0.302,89,0.275,0.111,0.174,0.098
Nathaniel Lowe,- - -,0.221,17,75,0.297,0.379,1,0.297,88,0.27,0.158,0.257,0.098
Eric Wagaman,MIA,0.232,9,42,0.282,0.365,3,0.282,77,0.272,0.133,0.20199999999999999,0.066
Nick Castellanos,PHI,0.255,16,61,0.294,0.409,4,0.304,92,0.297,0.154,0.213,0.05
