Name,Team,AVG,HR,RBI,OBP,SLG,SB,wOBA,wRC+,BABIP,ISO,K%,BB%
Isaac Paredes,HOU,0.259,19,50,0.359,0.47,0,0.361,133,0.27,0.211,0.16399999999999998,0.12
Brandon Nimmo,NYM,0.254,20,68,0.325,0.435,12,0.33,115,0.29,0.182,0.215,0.084
Hunter Goodman,COL,0.274,25,73,0.323,0.52,1,0.359,118,0.326,0.246,0.263,0.06
Willson Contreras,STL,0.261,19,70,0.345,0.46,4,0.349,127,0.321,0.199,0.252,0.08
Gleyber Torres,DET,0.262,13,60,0.363,0.4,4,0.338,117,0.286,0.137,0.146,0.132
Trevor Story,BOS,0.26,20,82,0.307,0.427,22,0.318,99,0.331,0.168,0.28,0.053
Trent Grisham,NYY,0.247,25,50,0.351,0.469,1,0.357,131,0.265,0.222,0.21100000000000002,0.133
Spencer Torkelson,DET,0.243,28,70,0.336,0.482,2,0.349,124,0.273,0.239,0.245,0.10800000000000001
Tyler Soderstrom,ATH,0.269,23,74,0.344,0.473,7,0.353,123,0.312,0.205,0.22399999999999998,0.095
Steven Kwan,CLE,0.273,10,40,0.331,0.383,14,0.314,101,0.282,0.11,0.08800000000000001,0.079
Rafael Devers,- - -,0.252,25,83,0.373,0.462,1,0.36,131,0.31,0.211,0.258,0.154
Brent Rooker,ATH,0.268,26,74,0.342,0.492,5,0.357,126,0.309,0.224,0.22,0.094
J.T. Realmuto,PHI,0.278,10,45,0.333,0.416,7,0.327,108,0.347,0.138,0.225,0.064
Dansby Swanson,CHC,0.246,18,58,0.295,0.405,10,0.303,95,0.306,0.159,0.268,0.067
Michael Busch,CHC,0.262,24,74,0.341,0.492,4,0.358,133,0.307,0.229,0.24600000000000002,0.08800000000000001
Brendan Donovan,STL,0.279,9,45,0.348,0.402,3,0.328,112,0.307,0.123,0.132,0.084
Jonathan Aranda,TBR,0.316,12,54,0.394,0.478,0,0.378,143,0.409,0.162,0.249,0.098
Ben Rice,NYY,0.24,20,47,0.336,0.481,3,0.352,127,0.257,0.24,0.19899999999999998,0.105
Christian Yelich,MIL,0.267,26,88,0.348,0.464,15,0.35,127,0.329,0.197,0.26899999999999996,0.102
TJ Friedl,CIN,0.264,10,41,0.363,0.376,11,0.331,107,0.305,0.112,0.16399999999999998,0.111
Jung Hoo Lee,SFG,0.259,7,47,0.322,0.408,10,0.318,106,0.28,0.149,0.109,0.079
Xavier Edwards,MIA,0.293,2,34,0.352,0.366,23,0.318,101,0.341,0.073,0.139,0.08199999999999999
J.P. Crawford,SEA,0.262,9,44,0.354,0.36,7,0.321,111,0.317,0.098,0.187,0.11900000000000001
Ernie Clement,TOR,0.272,9,40,0.306,0.393,3,0.303,93,0.289,0.121,0.11199999999999999,0.045
Bryson Stott,PHI,0.248,9,53,0.32,0.373,21,0.306,93,0.283,0.125,0.16899999999999998,0.096
Carlos Correa,- - -,0.283,10,43,0.336,0.407,0,0.326,108,0.332,0.124,0.182,0.075
Marcus Semien,TEX,0.23,15,62,0.305,0.364,11,0.295,88,0.251,0.134,0.174,0.094
Josh Naylor,- - -,0.282,16,72,0.347,0.449,22,0.343,121,0.303,0.167,0.14300000000000002,0.087
Jose Altuve,HOU,0.276,22,64,0.339,0.456,9,0.341,119,0.294,0.18,0.162,0.087
Mookie Betts,LAD,0.248,13,57,0.318,0.371,8,0.303,93,0.253,0.123,0.10400000000000001,0.092
Seiya Suzuki,CHC,0.243,27,87,0.318,0.478,4,0.339,120,0.282,0.235,0.259,0.102
Ryan Jeffers,MIN,0.261,9,42,0.351,0.401,0,0.333,113,0.316,0.14,0.201,0.106
Mike Yastrzemski,- - -,0.231,13,37,0.33,0.387,6,0.314,102,0.273,0.156,0.217,0.127
Otto Lopez,MIA,0.24,11,59,0.309,0.36,11,0.295,86,0.262,0.119,0.14300000000000002,0.084
Oneil Cruz,PIT,0.207,18,51,0.304,0.398,34,0.304,92,0.269,0.191,0.319,0.11900000000000001
Austin Riley,ATL,0.26,16,54,0.309,0.428,2,0.319,103,0.337,0.168,0.28600000000000003,0.06
Yandy Diaz,TBR,0.279,21,73,0.338,0.459,3,0.343,119,0.294,0.18,0.15,0.075
Ryan McMahon,- - -,0.216,17,43,0.316,0.385,2,0.31,87,0.294,0.169,0.318,0.122
Mike Trout,LAA,0.235,20,52,0.366,0.436,2,0.345,120,0.308,0.201,0.307,0.16399999999999998
Cedric Mullins,- - -,0.232,16,55,0.311,0.424,19,0.319,105,0.271,0.192,0.23800000000000002,0.09699999999999999
Josh Smith,TEX,0.256,9,32,0.332,0.38,9,0.314,101,0.297,0.124,0.17,0.08900000000000001
Lawrence Butler,ATH,0.227,17,51,0.299,0.403,17,0.307,92,0.296,0.176,0.289,0.094
Vinnie Pasquantino,KCR,0.264,28,92,0.324,0.48,1,0.343,117,0.269,0.216,0.16,0.071
Alec Burleson,STL,0.285,15,59,0.336,0.447,5,0.338,119,0.301,0.162,0.134,0.073
Marcell Ozuna,ATL,0.231,20,61,0.363,0.412,0,0.342,119,0.264,0.181,0.226,0.17
Lenyn Sosa,CHW,0.27,17,57,0.297,0.439,2,0.317,102,0.312,0.169,0.222,0.033
Alec Bohm,PHI,0.282,9,46,0.331,0.4,2,0.32,103,0.32,0.118,0.16699999999999998,0.06
Joey Ortiz,MIL,0.233,7,43,0.284,0.328,11,0.272,73,0.261,0.095,0.145,0.06
Ke'Bryan Hayes,- - -,0.242,4,42,0.291,0.317,12,0.27,68,0.296,0.075,0.19,0.053
Jordan Beck,COL,0.274,14,44,0.336,0.448,14,0.34,105,0.364,0.174,0.27899999999999997,0.078
Jorge Polanco,SEA,0.247,19,55,0.314,0.444,6,0.327,115,0.25,0.197,0.16,0.084
Nolan Schanuel,LAA,0.266,10,49,0.355,0.383,5,0.326,108,0.29,0.117,0.12300000000000001,0.105
Lars Nootbaar,STL,0.239,13,44,0.33,0.387,4,0.316,104,0.283,0.148,0.214,0.11199999999999999
Luis Robert Jr.,CHW,0.225,14,53,0.301,0.369,33,0.293,85,0.28,0.143,0.263,0.094
Brandon Lowe,TBR,0.266,25,63,0.319,0.485,3,0.344,120,0.304,0.219,0.253,0.071
Jo Adell,LAA,0.236,29,79,0.298,0.483,3,0.335,114,0.256,0.248,0.258,0.061
Paul Goldschmidt,NYY,0.283,10,42,0.336,0.427,5,0.329,111,0.334,0.144,0.187,0.07
Gavin Sheets,SDP,0.256,17,58,0.317,0.444,2,0.328,114,0.284,0.189,0.19699999999999998,0.075
Miguel Vargas,CHW,0.234,13,48,0.316,0.398,4,0.313,99,0.26,0.164,0.172,0.098
Michael Harris II,ATL,0.253,16,68,0.273,0.418,14,0.294,86,0.285,0.165,0.195,0.025
Ian Happ,CHC,0.226,16,56,0.33,0.38,5,0.315,103,0.267,0.154,0.22,0.134
Kyle Manzardo,CLE,0.233,21,55,0.316,0.458,1,0.333,114,0.264,0.225,0.255,0.09699999999999999
Jesus Sanchez,- - -,0.25,11,39,0.311,0.41,9,0.313,98,0.293,0.16,0.204,0.078
Anthony Volpe,NYY,0.208,18,65,0.274,0.4,15,0.291,86,0.238,0.193,0.24,0.079
Salvador Perez,KCR,0.247,22,74,0.294,0.449,0,0.317,99,0.271,0.202,0.19699999999999998,0.044000000000000004
Heliot Ramos,SFG,0.26,15,55,0.332,0.398,6,0.32,108,0.32,0.138,0.23399999999999999,0.076
Luis Garcia Jr.,WSN,0.264,11,54,0.303,0.416,10,0.31,97,0.285,0.151,0.147,0.054000000000000006
Jackson Holliday,BAL,0.246,15,49,0.307,0.383,12,0.304,94,0.295,0.138,0.223,0.071
Ty France,- - -,0.257,6,49,0.327,0.361,1,0.307,95,0.3,0.104,0.163,0.049
Isiah Kiner-Falefa,PIT,0.265,1,35,0.303,0.333,15,0.282,77,0.315,0.068,0.157,0.042
Matt McLain,CIN,0.221,11,40,0.3,0.331,16,0.283,74,0.288,0.11,0.273,0.09300000000000001
Christian Walker,HOU,0.237,19,72,0.302,0.406,1,0.308,96,0.292,0.169,0.266,0.071
Yainer Diaz,HOU,0.257,18,55,0.288,0.419,1,0.303,93,0.276,0.162,0.17300000000000001,0.040999999999999995
Brenton Doyle,COL,0.247,14,50,0.291,0.404,13,0.301,78,0.298,0.157,0.244,0.06
Cam Smith,HOU,0.242,7,48,0.312,0.357,6,0.297,89,0.333,0.115,0.282,0.081
Lourdes Gurriel Jr.,ARI,0.249,18,77,0.296,0.421,10,0.308,95,0.256,0.171,0.141,0.055999999999999994
Adolis Garcia,TEX,0.225,17,66,0.27,0.396,12,0.287,83,0.266,0.171,0.254,0.054000000000000006
Ozzie Albies,ATL,0.229,10,50,0.299,0.33,12,0.281,77,0.257,0.101,0.154,0.085
Luis Arraez,SDP,0.285,6,47,0.319,0.391,8,0.309,101,0.282,0.106,0.027000000000000003,0.047
Spencer Steer,CIN,0.236,16,62,0.302,0.397,6,0.306,90,0.276,0.162,0.22399999999999998,0.079
Brooks Lee,MIN,0.249,13,53,0.298,0.39,2,0.3,90,0.274,0.141,0.177,0.061
Carlos Santana,CLE,0.226,11,52,0.319,0.336,7,0.294,87,0.259,0.109,0.188,0.115
Gavin Lux,CIN,0.277,5,48,0.354,0.382,1,0.327,105,0.364,0.104,0.233,0.106
Bryan Reynolds,PIT,0.244,13,63,0.304,0.402,3,0.307,94,0.316,0.157,0.267,0.076
Luis Rengifo,LAA,0.249,7,33,0.297,0.349,6,0.284,79,0.294,0.099,0.18600000000000003,0.057999999999999996
Teoscar Hernandez,LAD,0.247,21,77,0.277,0.46,5,0.313,100,0.286,0.213,0.26,0.040999999999999995
Agustin Ramirez,MIA,0.232,18,57,0.288,0.43,10,0.308,95,0.252,0.198,0.196,0.059000000000000004
Trevor Larnach,MIN,0.242,16,51,0.316,0.408,2,0.316,101,0.279,0.165,0.213,0.092
Andrew McCutchen,PIT,0.241,12,47,0.332,0.381,1,0.313,98,0.29,0.14,0.218,0.11699999999999999
Josh Bell,WSN,0.226,16,45,0.323,0.389,0,0.315,101,0.24,0.163,0.16899999999999998,0.114
Wilmer Flores,SFG,0.245,13,63,0.313,0.375,1,0.304,97,0.272,0.13,0.183,0.076
Jonathan India,KCR,0.236,8,41,0.328,0.349,0,0.305,90,0.276,0.113,0.172,0.099
Nathaniel Lowe,- - -,0.224,17,75,0.3,0.386,1,0.301,91,0.273,0.162,0.257,0.098
Eric Wagaman,MIA,0.237,9,42,0.288,0.373,3,0.288,81,0.278,0.136,0.2,0.067
Nick Castellanos,PHI,0.258,16,61,0.296,0.414,4,0.307,94,0.299,0.156,0.21100000000000002,0.049
