Name,Team,AVG,HR,RBI,OBP,SLG,SB,wOBA,wRC+,BABIP,ISO,K%,BB%
Sal Frelick,MIL,0.296,9,47,0.361,0.415,18,0.342,121,0.325,0.118,0.127,0.078
Pete Alonso,NYM,0.268,28,100,0.352,0.519,1,0.37,142,0.301,0.251,0.22899999999999998,0.095
James Wood,WSN,0.258,25,80,0.355,0.479,15,0.356,130,0.337,0.221,0.299,0.127
CJ Abrams,WSN,0.27,16,49,0.332,0.463,26,0.343,120,0.301,0.193,0.175,0.062
Randy Arozarena,SEA,0.242,23,58,0.343,0.446,24,0.344,127,0.298,0.204,0.266,0.096
William Contreras,MIL,0.261,13,61,0.36,0.398,6,0.334,115,0.302,0.137,0.183,0.133
Xander Bogaerts,SDP,0.266,10,43,0.334,0.395,19,0.318,107,0.299,0.129,0.159,0.09300000000000001
Shea Langeliers,ATH,0.27,26,56,0.317,0.546,5,0.363,131,0.267,0.276,0.184,0.069
Matt Chapman,SFG,0.229,16,44,0.337,0.423,7,0.335,118,0.274,0.194,0.248,0.129
Ceddanne Rafaela,BOS,0.252,14,52,0.295,0.426,18,0.311,94,0.287,0.174,0.193,0.047
Eugenio Suarez,- - -,0.233,38,94,0.302,0.532,3,0.352,126,0.241,0.299,0.281,0.063
Taylor Ward,LAA,0.237,29,91,0.32,0.492,3,0.346,121,0.269,0.256,0.266,0.109
Zach Neto,LAA,0.269,21,54,0.325,0.483,22,0.345,120,0.324,0.215,0.256,0.057999999999999996
Bo Bichette,TOR,0.297,16,82,0.339,0.464,4,0.346,122,0.326,0.168,0.14800000000000002,0.055999999999999994
Jackson Chourio,MIL,0.276,17,67,0.311,0.474,18,0.335,117,0.315,0.198,0.201,0.047
Brice Turang,MIL,0.28,13,60,0.345,0.418,21,0.333,115,0.344,0.139,0.226,0.092
Isaac Paredes,HOU,0.259,19,50,0.359,0.47,0,0.361,133,0.27,0.211,0.16399999999999998,0.12
Riley Greene,DET,0.265,29,92,0.314,0.507,1,0.349,124,0.339,0.242,0.318,0.064
Wilyer Abreu,BOS,0.253,22,69,0.325,0.486,6,0.343,116,0.279,0.233,0.235,0.099
Wyatt Langford,TEX,0.242,17,50,0.327,0.418,16,0.324,108,0.305,0.176,0.27399999999999997,0.10800000000000001
Steven Kwan,CLE,0.28,10,40,0.339,0.395,14,0.322,106,0.29,0.115,0.08800000000000001,0.08
George Springer,TOR,0.289,19,59,0.381,0.506,12,0.381,147,0.319,0.216,0.185,0.121
Bryce Harper,PHI,0.262,21,58,0.357,0.508,10,0.369,137,0.292,0.246,0.213,0.11900000000000001
Hunter Goodman,COL,0.274,25,69,0.324,0.527,1,0.363,121,0.325,0.252,0.264,0.061
Brent Rooker,ATH,0.275,25,72,0.349,0.501,5,0.364,131,0.316,0.226,0.217,0.095
Zach McKinstry,DET,0.258,10,40,0.336,0.432,19,0.333,113,0.316,0.174,0.222,0.098
Brandon Nimmo,NYM,0.253,20,67,0.323,0.437,12,0.33,115,0.289,0.184,0.218,0.083
Ernie Clement,TOR,0.281,9,40,0.315,0.407,3,0.313,100,0.299,0.126,0.11,0.044000000000000004
Freddie Freeman,LAD,0.301,15,69,0.373,0.487,4,0.368,138,0.368,0.186,0.225,0.099
Ryan O'Hearn,- - -,0.275,15,50,0.369,0.46,3,0.358,131,0.305,0.185,0.18100000000000002,0.11900000000000001
Xavier Edwards,MIA,0.302,2,34,0.36,0.379,23,0.326,107,0.349,0.077,0.133,0.08199999999999999
Trevor Story,BOS,0.26,19,79,0.303,0.426,22,0.316,97,0.332,0.166,0.28300000000000003,0.05
Rafael Devers,- - -,0.257,24,82,0.377,0.469,1,0.365,134,0.32,0.212,0.261,0.153
Jacob Wilson,ATH,0.312,10,45,0.354,0.439,5,0.346,119,0.319,0.127,0.078,0.053
Willy Adames,SFG,0.222,19,62,0.308,0.392,6,0.306,98,0.271,0.17,0.266,0.107
Jonathan Aranda,TBR,0.316,12,54,0.394,0.478,0,0.378,144,0.409,0.162,0.249,0.098
Spencer Torkelson,DET,0.243,26,67,0.338,0.477,2,0.348,124,0.278,0.234,0.251,0.111
Gleyber Torres,DET,0.259,13,58,0.358,0.399,4,0.335,115,0.28,0.139,0.146,0.129
TJ Friedl,CIN,0.267,10,39,0.367,0.383,11,0.336,111,0.308,0.117,0.163,0.11199999999999999
Brendan Donovan,STL,0.279,9,45,0.348,0.402,3,0.328,112,0.307,0.123,0.132,0.084
Michael Busch,CHC,0.258,24,68,0.339,0.496,4,0.359,134,0.298,0.238,0.247,0.09
Trent Grisham,NYY,0.247,21,46,0.352,0.451,1,0.352,127,0.272,0.203,0.21,0.134
Willson Contreras,STL,0.258,16,66,0.345,0.443,4,0.344,123,0.318,0.186,0.245,0.08199999999999999
J.P. Crawford,SEA,0.264,9,44,0.357,0.363,7,0.324,113,0.318,0.099,0.184,0.12
Dansby Swanson,CHC,0.249,18,57,0.295,0.409,10,0.304,96,0.31,0.16,0.272,0.064
Seiya Suzuki,CHC,0.25,27,86,0.321,0.498,3,0.348,126,0.288,0.248,0.257,0.099
Jose Altuve,HOU,0.281,22,64,0.345,0.467,9,0.348,123,0.298,0.186,0.161,0.08900000000000001
J.T. Realmuto,PHI,0.276,8,40,0.329,0.401,6,0.32,102,0.35,0.125,0.23199999999999998,0.064
Marcus Semien,TEX,0.228,15,61,0.303,0.364,11,0.295,88,0.247,0.137,0.174,0.094
Christian Yelich,MIL,0.265,25,86,0.343,0.463,15,0.348,125,0.326,0.198,0.272,0.09699999999999999
Ben Rice,NYY,0.239,18,45,0.334,0.469,3,0.348,124,0.258,0.23,0.19899999999999998,0.10400000000000001
Tyler Soderstrom,ATH,0.264,22,73,0.337,0.468,6,0.348,120,0.306,0.204,0.226,0.09
Jung Hoo Lee,SFG,0.26,6,46,0.323,0.407,10,0.318,107,0.28,0.148,0.105,0.079
Victor Scott II,STL,0.223,5,35,0.311,0.312,31,0.283,81,0.296,0.089,0.24600000000000002,0.092
Josh Naylor,- - -,0.286,15,69,0.351,0.45,22,0.345,122,0.307,0.164,0.14,0.08800000000000001
Otto Lopez,MIA,0.239,11,56,0.308,0.361,11,0.295,86,0.259,0.122,0.142,0.084
Yandy Diaz,TBR,0.283,20,71,0.344,0.462,3,0.347,122,0.298,0.179,0.146,0.077
Ryan McMahon,- - -,0.222,17,43,0.322,0.396,2,0.317,91,0.299,0.174,0.31,0.126
Mike Yastrzemski,- - -,0.23,12,35,0.329,0.383,6,0.312,102,0.275,0.153,0.222,0.129
Oneil Cruz,PIT,0.207,18,51,0.304,0.398,34,0.304,92,0.269,0.191,0.319,0.11900000000000001
Austin Riley,ATL,0.26,16,54,0.309,0.428,2,0.319,104,0.337,0.168,0.28600000000000003,0.06
Carlos Correa,- - -,0.278,9,39,0.329,0.402,0,0.321,104,0.325,0.124,0.18,0.07200000000000001
Josh Smith,TEX,0.261,9,30,0.338,0.391,9,0.321,106,0.302,0.13,0.16899999999999998,0.091
Lawrence Butler,ATH,0.232,17,48,0.304,0.411,17,0.312,96,0.302,0.179,0.289,0.094
Bryson Stott,PHI,0.242,7,48,0.316,0.353,19,0.297,87,0.282,0.112,0.17600000000000002,0.09699999999999999
Lenyn Sosa,CHW,0.274,17,54,0.302,0.45,2,0.324,106,0.314,0.176,0.217,0.034
Mookie Betts,LAD,0.242,13,57,0.312,0.37,8,0.299,91,0.246,0.129,0.10800000000000001,0.091
Mike Trout,LAA,0.235,20,52,0.368,0.443,2,0.348,123,0.3,0.208,0.299,0.166
Alec Burleson,STL,0.288,15,57,0.341,0.455,5,0.344,123,0.304,0.167,0.135,0.076
Marcell Ozuna,ATL,0.237,20,60,0.366,0.422,0,0.347,123,0.269,0.185,0.223,0.16699999999999998
Nolan Schanuel,LAA,0.272,10,49,0.36,0.391,5,0.331,111,0.297,0.119,0.126,0.107
Ryan Jeffers,MIN,0.262,8,41,0.35,0.397,0,0.331,111,0.319,0.135,0.20199999999999999,0.10099999999999999
Brandon Lowe,TBR,0.272,24,61,0.318,0.492,3,0.346,122,0.312,0.22,0.254,0.065
Alec Bohm,PHI,0.279,9,45,0.326,0.398,2,0.317,100,0.312,0.119,0.158,0.055999999999999994
Michael Harris II,ATL,0.26,15,66,0.28,0.426,14,0.301,91,0.294,0.166,0.19399999999999998,0.026000000000000002
Joey Ortiz,MIL,0.233,7,43,0.285,0.331,11,0.273,74,0.262,0.097,0.147,0.059000000000000004
Jordan Beck,COL,0.273,14,44,0.336,0.453,14,0.342,107,0.36,0.18,0.27899999999999997,0.08
Paul Goldschmidt,NYY,0.28,10,41,0.334,0.429,5,0.329,111,0.331,0.149,0.18899999999999997,0.07
Heliot Ramos,SFG,0.267,15,53,0.339,0.408,6,0.327,113,0.328,0.142,0.23399999999999999,0.079
Lars Nootbaar,STL,0.235,13,42,0.327,0.386,4,0.314,103,0.279,0.151,0.221,0.111
Kyle Manzardo,CLE,0.236,21,55,0.321,0.472,1,0.34,119,0.265,0.236,0.257,0.102
Jorge Polanco,SEA,0.245,18,54,0.31,0.439,5,0.324,113,0.246,0.194,0.152,0.081
Ian Happ,CHC,0.228,16,56,0.327,0.387,5,0.316,104,0.268,0.159,0.222,0.129
Cedric Mullins,- - -,0.221,16,53,0.298,0.414,16,0.309,98,0.256,0.193,0.24600000000000002,0.095
Anthony Volpe,NYY,0.215,18,65,0.283,0.413,15,0.3,92,0.244,0.199,0.235,0.08199999999999999
Ke'Bryan Hayes,- - -,0.236,4,41,0.278,0.307,10,0.26,61,0.29,0.071,0.198,0.047
Cam Smith,HOU,0.25,7,48,0.319,0.368,5,0.305,94,0.342,0.118,0.27899999999999997,0.081
Gavin Sheets,SDP,0.253,15,54,0.316,0.428,2,0.322,110,0.283,0.174,0.195,0.079
Miguel Vargas,CHW,0.231,13,45,0.307,0.397,4,0.308,96,0.254,0.166,0.17,0.09
Ty France,- - -,0.26,6,46,0.328,0.368,1,0.31,97,0.304,0.108,0.165,0.047
Jackson Holliday,BAL,0.248,15,48,0.304,0.388,11,0.304,94,0.298,0.14,0.22699999999999998,0.066
Luis Robert Jr.,CHW,0.218,13,49,0.299,0.359,31,0.289,82,0.273,0.14,0.268,0.099
Matt McLain,CIN,0.22,11,40,0.299,0.333,16,0.283,74,0.287,0.112,0.275,0.09300000000000001
Jo Adell,LAA,0.228,26,76,0.291,0.464,3,0.325,107,0.251,0.236,0.26,0.061
Jesus Sanchez,- - -,0.242,10,37,0.306,0.394,9,0.305,93,0.284,0.153,0.205,0.081
Isiah Kiner-Falefa,PIT,0.265,1,33,0.304,0.331,15,0.282,76,0.315,0.066,0.156,0.043
Ozzie Albies,ATL,0.226,10,48,0.299,0.327,11,0.28,77,0.253,0.101,0.156,0.08900000000000001
Vinnie Pasquantino,KCR,0.257,23,82,0.317,0.448,1,0.328,106,0.267,0.192,0.161,0.071
Salvador Perez,KCR,0.244,22,70,0.288,0.449,0,0.314,97,0.266,0.205,0.20199999999999999,0.042
Luis Arraez,SDP,0.291,6,46,0.326,0.398,7,0.316,105,0.288,0.107,0.028999999999999998,0.049
Nolan Arenado,STL,0.235,10,43,0.294,0.366,2,0.287,83,0.239,0.13,0.099,0.071
Spencer Steer,CIN,0.24,15,59,0.308,0.398,6,0.309,93,0.282,0.158,0.223,0.08199999999999999
Gavin Lux,CIN,0.281,5,47,0.359,0.386,1,0.332,108,0.37,0.105,0.235,0.109
Jasson Dominguez,NYY,0.257,9,40,0.331,0.387,20,0.316,102,0.342,0.13,0.27399999999999997,0.09699999999999999
Lourdes Gurriel Jr.,ARI,0.247,16,66,0.296,0.412,10,0.306,94,0.255,0.165,0.139,0.057999999999999996
Luis Garcia Jr.,WSN,0.263,9,51,0.303,0.401,10,0.304,94,0.286,0.138,0.14400000000000002,0.055
Christian Walker,HOU,0.237,16,65,0.306,0.394,1,0.306,95,0.296,0.157,0.264,0.07400000000000001
Carlos Santana,CLE,0.227,11,51,0.321,0.336,7,0.295,88,0.256,0.109,0.18100000000000002,0.11699999999999999
Teoscar Hernandez,LAD,0.252,20,74,0.284,0.465,5,0.319,104,0.292,0.213,0.257,0.044000000000000004
Yainer Diaz,HOU,0.252,17,53,0.28,0.414,1,0.297,89,0.269,0.162,0.17,0.036000000000000004
Adolis Garcia,TEX,0.224,16,64,0.266,0.388,10,0.282,79,0.267,0.164,0.258,0.051
Agustin Ramirez,MIA,0.238,18,56,0.289,0.443,7,0.314,99,0.255,0.205,0.19,0.06
Brooks Lee,MIN,0.245,12,51,0.288,0.383,2,0.292,85,0.272,0.138,0.183,0.051
Luis Rengifo,LAA,0.25,7,32,0.299,0.353,5,0.287,81,0.294,0.103,0.185,0.06
Bryan Reynolds,PIT,0.242,13,62,0.299,0.396,3,0.302,90,0.313,0.154,0.271,0.071
Trevor Larnach,MIN,0.242,16,49,0.315,0.412,2,0.317,102,0.278,0.17,0.21899999999999997,0.09
Brenton Doyle,COL,0.238,11,42,0.285,0.374,12,0.288,69,0.297,0.136,0.253,0.063
Josh Bell,WSN,0.231,15,43,0.327,0.391,0,0.318,103,0.249,0.16,0.17300000000000001,0.114
Wilmer Flores,SFG,0.248,13,63,0.316,0.383,1,0.309,100,0.276,0.135,0.185,0.078
Andrew McCutchen,PIT,0.239,11,41,0.326,0.37,1,0.308,95,0.289,0.131,0.22,0.11199999999999999
Jonathan India,KCR,0.238,8,40,0.324,0.353,0,0.304,89,0.278,0.115,0.17300000000000001,0.091
Eric Wagaman,MIA,0.236,8,41,0.285,0.369,3,0.285,79,0.279,0.132,0.19899999999999998,0.065
Nick Castellanos,PHI,0.255,16,61,0.294,0.414,4,0.306,93,0.297,0.159,0.215,0.048
Nathaniel Lowe,- - -,0.216,16,68,0.293,0.373,1,0.294,86,0.267,0.157,0.265,0.098
